1.00111731844  0
0.987709497207  82.4956672444
0.957541899441  116.464471404
0.908938547486  140.727902946
0.810055865922  179.549393414
0.704469273743  218.370883882
0.612290502793  257.19237435
0.53687150838  286.308492201
0.464804469274  320.27729636
0.38938547486  349.393414211
0.318994413408  383.362218371
0.248603351955  417.33102253
0.184916201117  456.152512998
0.131284916201  494.974003466
0.0944134078212  528.942807626
0.0558659217877  572.616984402
0.0340782122905  611.43847487
0.0139664804469  689.081455806
0.000558659217877  810.398613518
0.000558659217877  2901.90641248
