22.4225941423  0
22.4225941423  101.906412478
20.3974895397  101.906412478
20.3974895397  218.370883882
20.4644351464  218.370883882
20.4644351464  339.688041594
20.640167364  344.540727903
20.640167364  519.237435009
20.8158995816  524.090121317
20.8242677824  659.965337955
21.8033472803  664.818024263
21.8033472803  800.693240901
22.0209205021  805.54592721
22.0209205021  941.421143847
22.2050209205  941.421143847
22.2133891213  1077.29636049
22.3723849372  1082.14904679
22.3807531381  1218.02426343
22.5230125523  1222.87694974
22.5313807531  1358.75216638
22.6569037657  1358.75216638
22.6652719665  1499.48006932
22.7656903766  1499.48006932
22.7740585774  1640.20797227
22.8661087866  1640.20797227
22.8744769874  1780.93587522
22.9414225941  1780.93587522
22.9414225941  1921.66377816
23.0083682008  1921.66377816
23.0083682008  2057.5389948
23.0418410042  2057.5389948
23.050209205  2338.99480069
22.949790795  2343.847487
22.949790795  2479.72270364
22.5313807531  2484.57538995
22.5230125523  2620.45060659
21.5606694561  2625.30329289
21.5523012552  2756.32582322
20.280334728  2761.17850953
20.2719665272  2897.05372617
