12  0
2.61576737677  6.11620795107
6.78525890219  6.11620795107
6.68325299331  18.3486238532
7.39527289691  12.2324159021
7.49665681854  24.4648318043
8.66614834396  24.4648318043
8.76753226559  36.6972477064
8.71637381434  48.9296636086
8.61405691183  73.3944954128
8.61327942777  103.975535168
8.20603327632  122.324159021
7.69709220961  140.672782875
6.93406935158  152.905198777
5.91649821179  177.370030581
4.7462292023  207.951070336
4.4406779661  226.29969419
4.1351267299  244.648318043
3.77857253926  269.113149847
3.32016793656  299.694189602
3.06546415798  318.042813456
2.96299175867  348.623853211
2.96236977142  373.088685015
3.0125952418  397.55351682
3.16513761468  397.55351682
3.21520758824  428.134556575
3.26558855543  446.483180428
3.21443010418  458.71559633
3.16218317524  513.76146789
3.26325610325  538.226299694
3.31363707044  556.574923547
3.36401803763  574.923547401
3.31239309594  605.504587156
3.15938423262  623.853211009
3.10822578137  636.085626911
3.15845125175  660.550458716
2.95490592443  666.666666667
2.80111957705  715.596330275
2.64748872648  758.409785933
2.54470533354  801.22324159
2.54377235267  837.920489297
2.49199191417  874.617737003
2.3888975276  929.663608563
1.97962991759  1027.52293578
1.67252371326  1107.03363914
1.31363707044  1223.24159021
1.00653086612  1302.75229358
0.74949463536  1412.8440367
0.645311771109  1510.70336391
0.742652775618  1681.95718654
1.14507852589  1853.21100917
1.64966568185  2006.11620795
2.15300886332  2207.95107034
2.55605660084  2354.74006116
2.95988182242  2470.94801223
3.4658684497  2568.80733945
3.71886176333  2617.73700306
4.27662882911  2678.89908257
4.58046960037  2727.82874618
4.68154252838  2752.29357798
4.88399937801  2788.99082569
5.1881511429  2825.68807339
5.49261390142  2850.1529052
6.00015549681  2886.85015291
12  2900
