     n      m             Cnm             Snm 
    34     10   -9.527257E-09    1.810375E-09 
    34     11   -1.563201E-09   -8.401057E-10 
    34     12    1.486240E-08   -4.158145E-09 
    34     13   -3.384065E-09    1.609263E-09 
    34     14   -2.607662E-09    9.736515E-09 
    34     15    4.716277E-10    6.004962E-09 
    34     16   -1.995684E-09   -2.153842E-09 
    34     17   -4.006727E-09    2.716663E-09 
    34     18   -1.370067E-08   -5.462513E-09 
    34     19   -3.390550E-09    6.543158E-09 
    34     20    3.817933E-09   -9.820647E-09 
    34     21   -1.950254E-09   -6.847945E-09 
    34     22   -3.172516E-09    3.667838E-09 
    34     23   -1.001307E-09   -1.230954E-08 
    34     24    8.037154E-09    3.615246E-09 
    34     25    8.477251E-09   -1.017109E-08 
    34     26    3.613764E-09   -1.310322E-08 
    34     27    1.270430E-08   -3.970500E-09 
    34     28   -6.557458E-10   -1.996048E-08 
    34     29    6.667760E-09   -4.254778E-09 
    34     30   -2.074048E-08   -9.240941E-10 
    34     31   -4.776164E-09   -1.975631E-09 
    34     32    8.932330E-09    1.817094E-09 
    34     33    1.402116E-08    4.299424E-09 
    34     34   -8.766065E-09    1.627181E-09 
    35      0    7.765548E-09    7.765548E-09 
    35      1   -1.254402E-08   -1.007999E-08 
    35      2   -1.507514E-08    7.117968E-09 
    35      3    1.551973E-09    2.290361E-09 
    35      4   -2.550705E-09    1.071864E-08 
    35      5   -7.969050E-09   -1.111869E-08 
    35      6    6.209058E-09    9.381076E-09 
    35      7   -3.206961E-09    2.341102E-09 
    35      8    1.503159E-09    9.658382E-09 
    35      9   -1.403382E-09   -2.227345E-10 
    35     10   -2.286900E-09    1.080017E-08 
    35     11    2.193119E-09   -3.383343E-09 
    35     12    8.941612E-09   -7.201691E-09 
    35     13   -1.952343E-09    4.067621E-09 
    35     14   -6.438352E-09   -6.588019E-09 
    35     15   -1.420651E-08    8.685236E-09 
    35     16   -5.955232E-09   -7.405506E-09 
    35     17    1.125095E-09   -9.676268E-09 
    35     18   -5.220658E-09   -1.097940E-08 
    35     19   -1.281517E-09   -3.488290E-09 
    35     20    1.131683E-09   -4.581840E-10 
    35     21    1.265590E-08   -4.856052E-10 
    35     22    6.509259E-09    5.945875E-09 
    35     23   -8.496423E-09   -2.431553E-09 
    35     24    2.793172E-09    5.311372E-09 
    35     25    7.279044E-09    1.744314E-09 
    35     26   -4.423551E-09    4.433606E-09 
    35     27    1.107236E-08   -1.340588E-08 
    35     28    7.437886E-09   -1.514920E-08 
    35     29    7.484759E-09    3.165262E-09 
    35     30   -4.427748E-09    2.882753E-09 
    35     31    7.856035E-09    3.610902E-09 
    35     32   -3.460787E-09   -8.304796E-09 
    35     33    5.630517E-09   -3.186966E-09 
    35     34   -7.808975E-10    2.795814E-09 
    35     35   -5.966471E-09   -5.051206E-09 
    36      0   -3.654823E-09   -3.654823E-09 
    36      1    4.686497E-11    6.409758E-09 
    36      2   -3.747342E-09   -2.876428E-09 
    36      3   -2.122858E-09   -1.803678E-08 
    36      4    4.930606E-09    5.118920E-10 
    36      5   -8.616627E-09   -2.476723E-10 
    36      6    1.073241E-08   -3.084677E-09 
    36      7    4.196624E-09    6.768975E-09 
    36      8    6.232337E-09   -4.552047E-09 
    36      9    1.614026E-09   -1.030805E-09 
    36     10    2.134860E-09    6.398836E-09 
    36     11   -3.854437E-09    4.018566E-09 
    36     12    2.158701E-10   -1.057124E-08 
    36     13   -7.794833E-09    6.974211E-09 
    36     14   -1.170838E-08   -5.281162E-09 
    36     15    1.896642E-09    4.021502E-09 
    36     16    2.039873E-09    4.390546E-10 
    36     17    5.430045E-09   -8.781757E-09 
    36     18    2.036032E-09    4.715807E-09 
    36     19   -5.885734E-09   -6.372486E-09 
    36     20   -6.109801E-09    2.392126E-09 
    36     21    1.108212E-08   -6.205891E-09 
    36     22    3.172908E-09    1.161724E-09 
    36     23    8.384548E-11    2.742904E-09 
    36     24    1.451488E-09   -4.654730E-09 
    36     25    4.850269E-09    1.617866E-08 
    36     26    4.061231E-09    9.867153E-09 
    36     27   -7.624545E-09    9.027151E-09 
    36     28    2.090770E-09   -4.133662E-09 
    36     29    1.473102E-09   -1.397173E-10 
    36     30   -1.023272E-08    6.564864E-09 
    36     31   -8.714655E-09   -5.333153E-09 
    36     32    1.302767E-08    2.157024E-09 
    36     33    3.373785E-09   -3.873445E-09 
    36     34   -8.964240E-09    4.130197E-09 
    36     35    1.845243E-10   -1.261455E-08 
    36     36    4.975781E-09   -5.797511E-09 
    37      0   -5.709948E-09   -5.709948E-09 
    37      1   -6.958414E-09   -1.289279E-09 
    37      2   -2.168523E-09   -1.162797E-08 
    37      3   -5.813020E-09   -7.832631E-11 
    37      4    5.186364E-09    2.184708E-09 
    37      5   -9.301880E-09    1.822869E-10 
    37      6   -1.429401E-09    8.673868E-09 
    37      7    7.102332E-09    8.567600E-09 
    37      8   -3.326899E-09   -3.686362E-09 
    37      9    3.913471E-09   -1.754664E-10 
    37     10    4.696193E-09    2.110477E-09 
    37     11   -1.541962E-09    4.104502E-09 
    37     12   -1.596074E-09   -5.027437E-09 
    37     13   -1.096413E-09   -7.069452E-09 
    37     14   -4.100190E-09   -1.902948E-10 
    37     15    9.468223E-09   -8.590718E-10 
    37     16    3.180342E-09    1.408288E-08 
    37     17    5.786369E-09   -3.341187E-09 
    37     18    2.192739E-09    3.318245E-09 
    37     19   -6.524660E-09    1.645782E-10 
    37     20   -7.130975E-09   -1.446539E-09 
    37     21    1.217446E-09   -1.297257E-09 
    37     22    6.651379E-09    5.490809E-10 
    37     23   -1.207454E-09    3.861260E-09 
    37     24   -8.763874E-09   -9.416219E-09 
    37     25    6.676106E-09   -2.729323E-09 
    37     26    5.149411E-09    1.095302E-08 
    37     27   -5.704991E-09    4.870402E-09 
    37     28    1.240503E-08    4.044998E-09 
    37     29    4.614033E-09    6.166056E-09 
    37     30   -8.561606E-09    1.217509E-08 
    37     31    3.350569E-09   -9.218177E-09 
    37     32   -1.009144E-10    4.280911E-09 
    37     33    2.515676E-09   -1.622649E-08 
    37     34    2.325954E-09    5.049970E-10 
    37     35   -1.021237E-08   -8.800889E-09 
    37     36   -4.042768E-09   -4.391994E-09 
    37     37    5.573731E-09   -4.085130E-09 
    38      0   -2.426800E-09   -2.426800E-09 
    38      1    5.091039E-09    3.143225E-09 
    38      2    7.505186E-09   -1.190802E-09 
    38      3   -1.330048E-09   -4.715504E-10 
    38      4    6.246105E-09   -4.592034E-09 
    38      5   -9.735039E-09    9.265353E-09 
    38      6   -1.262371E-08    2.883245E-09 
    38      7    2.071989E-09   -1.082680E-09 
    38      8    3.903781E-09    6.163588E-09 
    38      9    3.729251E-09   -3.053713E-09 
    38     10   -2.785381E-09   -5.569414E-09 
    38     11    1.753658E-09    7.418170E-09 
    38     12   -3.807366E-09   -7.520128E-09 
    38     13    2.470136E-09   -1.145899E-08 
    38     14   -7.777207E-09    3.965912E-09 
    38     15    2.669501E-09   -2.629598E-09 
    38     16   -6.050527E-09    1.001667E-08 
    38     17    2.780001E-09    4.323673E-09 
    38     18    9.082145E-09   -1.621409E-09 
    38     19    1.166386E-09   -4.304074E-12 
    38     20    4.630440E-09   -2.754105E-09 
    38     21   -1.032368E-09    3.458581E-09 
    38     22    1.181878E-09    7.609215E-09 
    38     23   -1.538742E-09    5.868236E-09 
    38     24   -1.344218E-08    1.645885E-09 
    38     25   -3.688802E-09   -3.106642E-09 
    38     26   -2.066952E-09    5.400225E-09 
    38     27   -2.336691E-09    9.004670E-09 
    38     28   -5.419900E-09   -4.762009E-09 
    38     29    6.151278E-09    2.756455E-09 
    38     30   -9.268889E-11    2.013578E-09 
    38     31    4.022427E-09   -8.774657E-09 
    38     32    7.932780E-09    1.458773E-09 
    38     33    3.135981E-09    1.417215E-08 
    38     34   -9.437394E-09    3.521452E-09 
    38     35    5.068029E-09    2.298567E-09 
    38     36    8.809070E-10   -1.232146E-09 
    38     37   -3.829069E-09    2.283635E-09 
    38     38    2.809733E-09   -2.829764E-09 
    39      0    1.292587E-09    1.292587E-09 
    39      1   -4.429110E-09    8.312120E-09 
    39      2    3.063401E-09    7.076215E-09 
    39      3   -4.897896E-09    6.062442E-09 
    39      4   -4.340439E-09   -4.701521E-09 
    39      5    4.633975E-09    2.426385E-09 
    39      6   -2.693593E-09    2.457100E-09 
    39      7    2.368636E-09   -1.099055E-09 
    39      8    2.786762E-10    1.260586E-08 
    39      9    7.283509E-09    5.271630E-09 
    39     10    2.649131E-09    6.747244E-10 
    39     11    1.253741E-08   -2.257348E-09 
    39     12   -3.404536E-09    7.893489E-09 
    39     13   -5.021042E-10   -6.417884E-09 
    39     14   -2.906688E-09    2.412064E-09 
    39     15   -5.682335E-09   -7.941279E-10 
    39     16    9.149620E-10   -2.598006E-09 
    39     17   -1.420049E-09   -1.663263E-09 
    39     18    1.822396E-09    5.100806E-10 
    39     19    5.051063E-09    6.455819E-09 
    39     20    2.511259E-10   -9.009370E-09 
    39     21   -4.518153E-09    1.104232E-09 
    39     22   -6.367707E-09   -1.000111E-09 
    39     23   -2.816249E-09    5.765255E-09 
    39     24   -9.772097E-09    7.997679E-09 
    39     25   -5.666053E-09   -5.530638E-09 
    39     26   -3.710403E-09    7.812790E-09 
    39     27   -7.924308E-09   -2.560563E-09 
    39     28   -3.433847E-09   -1.054319E-08 
    39     29   -5.836999E-10   -3.098809E-09 
    39     30    4.320218E-09   -1.055008E-08 
    39     31    1.313385E-09   -1.121627E-08 
    39     32    3.234415E-09    4.371406E-09 
    39     33   -5.840006E-09    3.190906E-09 
    39     34   -1.456019E-09    3.302641E-09 
    39     35   -1.387812E-08    2.517020E-09 
    39     36    4.521737E-09   -3.498385E-09 
    39     37    8.735797E-10   -5.070923E-09 
    39     38   -9.456541E-10    7.551971E-09 
    39     39   -1.197107E-10    1.961483E-09 
    40      0   -6.218903E-09   -6.218903E-09 
    40      1    3.807188E-09   -1.150045E-09 
    40      2   -1.120352E-09    4.455717E-10 
    40      3   -1.174676E-09   -2.478616E-09 
    40      4    6.660563E-09   -7.629025E-09 
    40      5    1.231254E-08    1.135973E-09 
    40      6   -1.472645E-09    3.090693E-09 
    40      7   -2.134823E-10    1.580984E-09 
    40      8    6.112114E-09    4.646213E-09 
    40      9   -3.089025E-09    9.340835E-10 
    40     10   -5.195154E-09    3.379011E-09 
    40     11    4.470467E-09   -3.562609E-09 
    40     12    7.093847E-09    1.359394E-09 
    40     13   -3.077678E-09   -5.813629E-09 
    40     14   -1.242339E-09    1.126974E-09 
    40     15   -5.066343E-09   -1.777547E-09 
    40     16   -1.450143E-09   -3.851607E-09 
    40     17    5.450584E-10    1.362319E-10 
    40     18   -9.799552E-10    9.690020E-10 
    40     19   -2.017710E-09   -3.384051E-10 
    40     20   -7.795125E-09    7.628610E-09 
    40     21   -3.482930E-09   -5.489496E-10 
    40     22   -1.357820E-08   -1.576131E-08 
    40     23   -2.650792E-11   -1.292442E-08 
    40     24    4.241483E-09    3.114771E-09 
    40     25    7.505851E-10   -3.518782E-09 
    40     26    7.206291E-09   -4.626818E-09 
    40     27   -1.369004E-09    2.218822E-09 
    40     28    2.257537E-09    6.906645E-09 
    40     29    2.164978E-09    2.636485E-09 
    40     30   -9.071195E-11    9.448504E-10 
    40     31   -6.203468E-09   -1.098737E-09 
    40     32   -1.913060E-09   -5.800043E-09 
    40     33   -1.433099E-09   -1.320836E-09 
    40     34    8.414088E-10    1.513785E-09 
    40     35    7.253685E-09   -8.394519E-09 
    40     36    3.654315E-09    6.422560E-09 
    40     37   -5.446650E-09    1.301552E-09 
    40     38    3.736735E-10    4.102629E-09 
    40     39    6.465319E-09    3.963863E-09 
    40     40   -1.776760E-09    6.028468E-10 
    41      0   -3.241841E-09   -3.241841E-09 
    41      1   -7.143502E-09   -3.293794E-09 
    41      2    3.612876E-09    3.351526E-09 
    41      3    3.939202E-09    3.144652E-09 
    41      4   -1.647482E-09    3.731449E-09 
    41      5    4.601740E-09   -3.022737E-09 
    41      6    2.517057E-09    1.506442E-09 
    41      7   -7.097561E-10    2.653740E-09 
    41      8   -1.606638E-09   -4.546250E-09 
    41      9   -1.677170E-09    4.814432E-09 
    41     10    5.728644E-09    1.483202E-09 
    41     11    2.577149E-09   -5.754738E-09 
    41     12    4.719124E-09    8.453057E-11 
    41     13   -1.519066E-09    6.411235E-09 
    41     14    4.153183E-09   -3.737776E-10 
    41     15   -9.736399E-10    1.550311E-09 
    41     16   -3.503678E-10   -4.508054E-09 
    41     17   -1.942495E-09    2.218474E-09 
    41     18   -2.681470E-09    4.270851E-09 
    41     19   -2.046963E-09   -1.324257E-09 
    41     20   -1.879385E-09   -6.632369E-10 
    41     21   -2.204307E-09   -3.021297E-09 
    41     22   -1.014556E-08   -2.381561E-09 
    41     23    4.866209E-10   -1.398138E-08 
    41     24    6.438192E-09   -2.113180E-09 
    41     25    1.466404E-10    2.837858E-09 
    41     26    6.137074E-09   -8.229968E-09 
    41     27    1.815598E-09   -7.537421E-10 
    41     28   -1.688747E-09   -4.897646E-09 
    41     29   -5.051534E-09    5.811539E-09 
    41     30    2.136795E-09   -7.971603E-10 
    41     31    1.081411E-08    5.554866E-10 
    41     32   -2.237215E-09    4.038203E-09 
    41     33   -1.964112E-09    1.075220E-08 
    41     34   -2.742851E-09    4.865460E-09 
    41     35   -1.384936E-08    4.122103E-09 
    41     36    2.656805E-09   -2.996095E-09 
    41     37    6.419714E-10   -1.018546E-08 
    41     38   -1.055826E-08   -1.533095E-09 
    41     39   -5.511865E-09   -2.605706E-09 
    41     40    3.953344E-09   -4.779911E-09 
    41     41    4.140822E-09    5.794841E-09 
    42      0   -2.207294E-09   -2.207294E-09 
    42      1   -2.274461E-09   -3.781718E-10 
    42      2   -3.814760E-09   -2.884474E-09 
    42      3   -3.643152E-11    9.946610E-09 
    42      4    7.109862E-09    1.424817E-09 
    42      5   -9.628942E-09   -3.358060E-09 
    42      6    3.482448E-09   -1.217831E-09 
    42      7    4.073986E-09   -3.255263E-09 
    42      8    7.722683E-10    8.190859E-10 
    42      9   -6.896593E-10    1.624912E-09 
    42     10    3.433844E-09    5.455078E-09 
    42     11    1.195981E-09    1.931196E-09 
    42     12    3.945328E-09   -1.009151E-08 
    42     13    7.156229E-10    4.246893E-09 
    42     14   -7.046214E-09    5.460998E-09 
    42     15   -1.089603E-09    7.351636E-09 
    42     16    4.174627E-09   -2.805902E-09 
    42     17   -1.645076E-09   -3.210141E-09 
    42     18   -1.214955E-08    1.842130E-09 
    42     19   -2.823821E-09   -5.737925E-09 
    42     20    6.651255E-09    8.145334E-10 
    42     21    4.484458E-10   -4.513133E-09 
    42     22    9.979420E-10   -3.486895E-09 
    42     23   -4.310509E-09   -4.656111E-09 
    42     24    4.663705E-09    1.334181E-09 
    42     25   -4.080706E-09    4.316938E-09 
    42     26   -2.513115E-09   -6.362282E-09 
    42     27    6.754503E-09   -2.332243E-09 
    42     28   -5.051235E-09    2.172621E-09 
    42     29   -5.917575E-09   -2.714229E-09 
    42     30    3.367346E-09    6.976828E-10 
    42     31    6.093291E-09    4.595193E-09 
    42     32    7.033690E-09    5.165648E-09 
    42     33    6.387238E-09    6.346195E-09 
    42     34    3.006374E-09    1.128196E-08 
    42     35   -5.514252E-09    2.007703E-10 
    42     36    4.630966E-09   -5.390935E-09 
    42     37   -7.022649E-09    3.264939E-09 
    42     38    2.504214E-09   -1.304974E-08 
    42     39    4.308089E-09    9.852821E-09 
    42     40    1.465755E-09   -2.850823E-09 
    42     41    5.107802E-10   -4.391780E-11 
    42     42   -6.490452E-09    2.832917E-09 
    43      0    6.461556E-09    6.461556E-09 
    43      1   -4.891070E-09    4.191956E-09 
    43      2   -9.441781E-09   -1.347690E-09 
    43      3    5.112603E-10   -1.449984E-10 
    43      4    1.832166E-09    9.162442E-10 
    43      5   -8.879456E-09    6.490241E-09 
    43      6    6.275571E-09    9.529261E-11 
    43      7   -1.446459E-09    5.791815E-09 
    43      8   -5.625633E-10   -3.649139E-10 
    43      9   -1.431858E-09   -6.170394E-09 
    43     10   -3.537727E-10    1.418927E-09 
    43     11   -5.262673E-09    5.334984E-09 
    43     12   -1.915049E-09    4.615879E-10 
    43     13    2.217236E-09   -1.437347E-09 
    43     14   -5.075934E-09    3.405848E-09 
    43     15    3.887017E-09    6.705833E-09 
    43     16    2.390019E-09    8.051736E-10 
    43     17    4.445829E-09   -4.366012E-09 
    43     18   -3.190669E-09   -4.110215E-09 
    43     19   -5.545310E-09   -6.955821E-09 
    43     20   -8.721534E-10    4.966137E-10 
    43     21    3.383191E-09    5.395367E-09 
    43     22    5.513904E-09   -2.249126E-09 
    43     23   -8.457603E-12   -6.279836E-09 
    43     24    4.742397E-09   -1.969804E-09 
    43     25    1.410410E-09    3.242767E-09 
    43     26   -3.896629E-09    3.160941E-09 
    43     27    4.879912E-09    6.893241E-11 
    43     28   -1.637541E-09    8.342885E-09 
    43     29   -2.424112E-09    7.454882E-10 
    43     30   -9.900158E-09   -8.780487E-09 
    43     31   -4.333732E-09   -7.492631E-10 
    43     32   -3.831131E-09    5.551194E-09 
    43     33    4.954008E-09   -9.864608E-10 
    43     34    3.261668E-09    7.447268E-10 
    43     35   -2.005043E-09    5.087312E-09 
    43     36    6.051297E-10   -3.771447E-09 
    43     37    3.458716E-09    5.471019E-09 
    43     38   -6.488893E-09    8.172265E-10 
    43     39    4.734075E-09   -3.276186E-09 
    43     40    1.107838E-08    7.897684E-10 
    43     41   -1.967017E-09    3.119013E-09 
    43     42   -8.551079E-09    3.959588E-09 
    43     43   -3.360197E-09   -8.165123E-09 
    44      0    3.429068E-10    3.429068E-10 
    44      1    5.802381E-09   -2.165495E-09 
    44      2   -6.245827E-10    3.439222E-09 
    44      3   -4.389820E-10   -4.180473E-09 
    44      4    1.516733E-09   -1.259942E-09 
    44      5    5.019622E-10    4.033163E-09 
    44      6   -7.175786E-09    2.481554E-09 
    44      7    5.246879E-09    9.550833E-09 
    44      8   -4.602541E-09   -1.256231E-09 
    44      9   -6.789781E-10   -6.194586E-09 
    44     10   -3.635206E-09   -6.090878E-09 
    44     11   -1.252898E-09   -1.315543E-09 
    44     12   -3.738682E-09   -1.279737E-09 
    44     13    1.313995E-09   -6.372325E-09 
    44     14   -6.067006E-09   -2.892407E-09 
    44     15    1.730240E-09   -6.166529E-09 
    44     16    4.458941E-09    6.342511E-09 
    44     17    4.622106E-09    1.566614E-09 
    44     18    5.870326E-09   -3.865859E-09 
    44     19    2.844978E-11   -4.779251E-09 
    44     20   -2.107154E-09    3.773059E-10 
    44     21   -7.309503E-09    4.136169E-11 
    44     22    5.340073E-09    1.305199E-09 
    44     23    1.458851E-09    8.286446E-09 
    44     24   -1.792090E-10   -8.110252E-09 
    44     25    4.189910E-09    1.195470E-10 
    44     26   -4.189196E-09    1.029580E-09 
    44     27    3.685456E-09   -2.981323E-09 
    44     28   -1.790313E-10    5.333153E-09 
    44     29   -6.853083E-09    5.210810E-09 
    44     30    4.730745E-09    1.993085E-09 
    44     31   -4.936935E-10    2.695483E-09 
    44     32   -4.065972E-09    1.693633E-09 
    44     33   -5.251031E-09   -3.118893E-10 
    44     34   -3.416113E-09    5.951502E-09 
    44     35   -7.521753E-09   -2.913662E-09 
    44     36    2.536742E-09   -7.826054E-09 
    44     37    1.088514E-08    6.737488E-09 
    44     38    3.512840E-09   -6.135994E-09 
    44     39    6.262975E-09    3.244385E-09 
    44     40   -3.854952E-09    6.595750E-09 
    44     41    3.208328E-09   -1.412197E-09 
    44     42   -7.364727E-10   -8.873509E-10 
    44     43    2.157420E-09   -3.015939E-09 
    44     44    2.819977E-09   -1.705992E-09 
    45      0   -3.252535E-09   -3.252535E-09 
    45      1    3.412663E-09   -4.602468E-09 
    45      2    2.056992E-09   -3.305248E-09 
    45      3   -1.344160E-09   -5.942853E-09 
    45      4    3.402275E-10   -2.601442E-09 
    45      5    1.125381E-09   -1.457694E-09 
    45      6   -6.222037E-09   -8.475712E-10 
    45      7    5.260121E-10    3.444534E-09 
    45      8   -2.017738E-09    9.581478E-10 
    45      9    8.358094E-09   -6.465689E-09 
    45     10   -1.795012E-09   -1.518175E-09 
    45     11    4.295625E-10   -2.858729E-09 
    45     12   -3.933600E-09   -1.575143E-09 
    45     13   -2.533199E-09   -9.736359E-10 
    45     14    1.438578E-09   -3.603687E-09 
    45     15   -3.841718E-09   -2.295733E-10 
    45     16    6.235514E-09    1.114248E-09 
    45     17    2.812423E-09   -1.687395E-09 
    45     18    1.205062E-09   -5.234364E-09 
    45     19   -4.763396E-09   -2.318163E-09 
    45     20    5.010117E-09    3.319592E-09 
    45     21   -3.350461E-09   -1.050792E-09 
    45     22    3.152025E-09    4.527897E-09 
    45     23    2.850932E-09    4.144138E-09 
    45     24   -1.062606E-08    4.546895E-09 
    45     25    8.844536E-09   -3.905720E-09 
    45     26   -1.354860E-09    6.228167E-09 
    45     27   -6.540962E-09    2.695159E-10 
    45     28    6.058109E-09   -1.302170E-10 
    45     29   -8.067553E-09   -3.159157E-09 
    45     30   -1.782536E-09   -8.730663E-10 
    45     31   -1.060057E-09   -6.098495E-09 
    45     32   -5.804316E-10   -2.902136E-09 
    45     33   -1.936375E-09   -2.386697E-09 
    45     34   -2.481363E-09    5.477933E-09 
    45     35   -6.877613E-09    8.295542E-09 
    45     36   -8.914253E-09    7.254330E-09 
    45     37   -6.007100E-09    4.378716E-09 
    45     38   -4.539023E-09    4.041694E-09 
    45     39   -2.014350E-09   -7.578761E-09 
    45     40    3.460142E-09   -3.722772E-09 
    45     41    9.773513E-10    7.031231E-10 
    45     42   -1.480033E-09   -1.098997E-08 
    45     43    4.329127E-09    1.055812E-09 
    45     44    1.128097E-08    3.110581E-09 
    45     45   -5.030579E-10    5.151262E-10 
    46      0   -3.107729E-09   -3.107729E-09 
    46      1    1.761421E-09   -2.275737E-10 
    46      2    5.111474E-09    3.148970E-09 
    46      3   -1.712358E-09   -1.462613E-10 
    46      4    1.096878E-09   -7.057143E-09 
    46      5   -3.226475E-09   -1.049256E-08 
    46      6   -4.479668E-09   -2.384149E-09 
    46      7    5.495490E-09   -8.731946E-09 
    46      8   -1.875764E-11    4.289025E-09 
    46      9    8.548010E-09    5.203265E-09 
    46     10    3.011079E-09   -1.316069E-09 
    46     11   -2.734628E-09   -4.135890E-09 
    46     12   -2.300558E-09   -1.039065E-10 
    46     13   -5.315844E-09   -3.428416E-09 
    46     14    2.444285E-10   -7.104624E-11 
    46     15   -5.284608E-09   -7.830075E-10 
    46     16    2.077032E-09    4.678167E-09 
    46     17   -4.796768E-09    7.461038E-10 
    46     18    3.001654E-09   -4.620758E-09 
    46     19   -8.261443E-10   -2.654027E-09 
    46     20   -2.885868E-09   -3.933628E-09 
    46     21   -5.771907E-09    3.100143E-09 
    46     22    6.899932E-09    1.548898E-09 
    46     23    2.894742E-09    3.450861E-09 
    46     24   -3.395900E-09    6.158854E-10 
    46     25    3.835406E-09   -7.266695E-09 
    46     26    4.264307E-09    1.171496E-08 
    46     27   -2.580870E-09   -2.637593E-10 
    46     28   -6.592299E-10   -4.998645E-09 
    46     29   -2.490855E-09   -3.208744E-09 
    46     30   -4.998019E-09   -7.091333E-09 
    46     31   -1.870613E-09   -1.267608E-09 
    46     32   -1.316029E-10   -3.710936E-09 
    46     33    1.574472E-08    4.055862E-10 
    46     34   -1.630824E-09    3.067033E-09 
    46     35   -5.892024E-09    1.392060E-09 
    46     36   -1.038800E-09   -1.985810E-09 
    46     37   -4.143398E-09    6.080294E-09 
    46     38   -5.618939E-09   -1.981756E-09 
    46     39    7.187459E-09   -2.068700E-10 
    46     40    1.646654E-10   -1.083376E-09 
    46     41   -1.621741E-10   -6.227890E-09 
    46     42    1.148492E-09    6.833389E-09 
    46     43   -2.700123E-09    1.206583E-08 
    46     44    2.831210E-09   -3.035182E-09 
    46     45   -1.001122E-09    4.983602E-09 
    46     46    2.834951E-10   -2.595963E-09 
    47      0    9.362608E-10    9.362608E-10 
    47      1   -6.925382E-09   -1.292773E-09 
    47      2    4.354214E-09   -2.732528E-09 
    47      3    1.096199E-09    2.415661E-09 
    47      4    5.617325E-10   -1.739487E-09 
    47      5   -1.773462E-09   -2.327041E-09 
    47      6    3.040942E-09   -4.167337E-09 
    47      7    4.316532E-10   -2.431342E-09 
    47      8    6.450796E-09   -6.766121E-10 
    47      9   -8.537755E-10    3.216427E-09 
    47     10    4.000141E-09    3.872250E-09 
    47     11    4.480422E-10   -3.730071E-09 
    47     12    1.076887E-08    1.960481E-09 
    47     13   -2.442603E-09   -7.245042E-10 
    47     14    1.058179E-09    4.747473E-10 
    47     15   -2.055240E-09    5.744670E-10 
    47     16   -7.406318E-10   -1.401026E-09 
    47     17   -2.080684E-09    2.497810E-09 
    47     18   -1.906886E-09    7.795803E-09 
    47     19    2.366148E-09    3.610916E-09 
    47     20   -1.025685E-08    1.562740E-09 
    47     21   -5.672916E-09   -7.947735E-10 
    47     22   -7.640879E-09   -4.989396E-10 
    47     23    3.245439E-09    6.662326E-10 
    47     24   -5.791094E-10   -1.498136E-09 
    47     25   -2.186057E-09   -9.122279E-09 
    47     26    8.267022E-09    1.327268E-09 
    47     27   -5.848934E-09   -1.489005E-09 
    47     28    1.730517E-09   -6.000171E-09 
    47     29    5.401399E-09    6.383928E-10 
    47     30   -3.062665E-09    2.591731E-09 
    47     31    7.551206E-10    1.704744E-09 
    47     32   -1.574817E-09   -6.047122E-10 
    47     33   -4.894782E-09    3.170763E-09 
    47     34    9.463594E-10    2.928185E-09 
    47     35   -8.344862E-09   -7.112736E-11 
    47     36    7.247667E-09   -4.485024E-09 
    47     37    8.064818E-09    1.044090E-09 
    47     38    4.484350E-10    1.609748E-09 
    47     39   -1.298188E-09    8.840903E-09 
    47     40   -8.720253E-09    7.902492E-09 
    47     41   -3.362884E-09    4.545657E-09 
    47     42   -1.894013E-09   -5.900048E-09 
    47     43    1.545040E-09    3.778996E-09 
    47     44   -2.936125E-09    1.020890E-08 
    47     45    6.232293E-09    3.411530E-09 
    47     46   -6.532006E-10   -4.181991E-09 
    47     47    2.692542E-09   -6.172241E-09 
    48      0    3.515228E-09    3.515228E-09 
    48      1    1.426763E-09    3.458509E-09 
    48      2    4.717807E-09    2.894017E-09 
    48      3   -1.231039E-09    3.320081E-09 
    48      4    4.132011E-10   -1.693845E-10 
    48      5    6.529262E-09   -2.123617E-09 
    48      6    5.909069E-09    8.079918E-09 
    48      7   -1.615159E-09    1.422912E-09 
    48      8    1.044349E-09    3.985787E-09 
    48      9   -1.490467E-09    3.831602E-09 
    48     10   -2.191777E-10    1.576581E-09 
    48     11    1.106817E-09    1.275684E-09 
    48     12    1.102804E-10   -2.794711E-09 
    48     13    1.728993E-09   -2.372474E-10 
    48     14   -6.257139E-10   -6.519122E-11 
    48     15    4.204348E-09    1.658420E-09 
    48     16   -5.012085E-10    1.600575E-09 
    48     17    9.687337E-10    3.442403E-09 
    48     18   -6.847311E-10    1.110333E-09 
    48     19   -1.193494E-09    4.476074E-09 
    48     20   -4.758562E-09    4.637351E-09 
    48     21    1.536431E-09   -2.853181E-09 
    48     22   -6.689450E-09    2.800042E-09 
    48     23   -2.375278E-09   -3.559813E-10 
    48     24   -4.816955E-09   -1.062624E-09 
    48     25   -3.901546E-09    1.767966E-09 
    48     26   -6.642629E-10   -6.692965E-09 
    48     27   -8.473642E-09    5.271919E-09 
    48     28    3.087280E-10   -7.863978E-09 
    48     29    2.303030E-09   -5.939311E-09 
    48     30   -1.107353E-09   -9.220866E-10 
    48     31   -6.589915E-10   -3.062159E-09 
    48     32    3.407711E-09   -2.106619E-09 
    48     33    1.852613E-09    1.609530E-09 
    48     34    3.818279E-10    7.409125E-09 
    48     35   -5.121263E-09    9.452227E-10 
