     n      m             Cnm             Snm 
    34     11   -1.563320E-09   -8.399223E-10 
    34     12    1.486238E-08   -4.158102E-09 
    34     13   -3.383974E-09    1.609135E-09 
    34     14   -2.607637E-09    9.736487E-09 
    34     15    4.716192E-10    6.005288E-09 
    34     16   -1.995261E-09   -2.153726E-09 
    34     17   -4.006736E-09    2.716757E-09 
    34     18   -1.370033E-08   -5.462416E-09 
    34     19   -3.390151E-09    6.543271E-09 
    34     20    3.817908E-09   -9.820491E-09 
    34     21   -1.950240E-09   -6.847959E-09 
    34     22   -3.172444E-09    3.667968E-09 
    34     23   -1.000984E-09   -1.230916E-08 
    34     24    8.037381E-09    3.614897E-09 
    34     25    8.478081E-09   -1.017128E-08 
    34     26    3.613574E-09   -1.310314E-08 
    34     27    1.270417E-08   -3.969853E-09 
    34     28   -6.550130E-10   -1.996060E-08 
    34     29    6.667835E-09   -4.255220E-09 
    34     30   -2.074069E-08   -9.232604E-10 
    34     31   -4.775859E-09   -1.976714E-09 
    34     32    8.932245E-09    1.817072E-09 
    34     33    1.401980E-08    4.299329E-09 
    34     34   -8.766336E-09    1.626830E-09 
    35      0    7.765418E-09    7.765418E-09 
    35      1   -1.254413E-08   -1.008008E-08 
    35      2   -1.507516E-08    7.118000E-09 
    35      3    1.551862E-09    2.290234E-09 
    35      4   -2.550629E-09    1.071870E-08 
    35      5   -7.968967E-09   -1.111854E-08 
    35      6    6.209044E-09    9.381076E-09 
    35      7   -3.206851E-09    2.341035E-09 
    35      8    1.503208E-09    9.658711E-09 
    35      9   -1.403200E-09   -2.227332E-10 
    35     10   -2.286656E-09    1.080024E-08 
    35     11    2.193215E-09   -3.383465E-09 
    35     12    8.941027E-09   -7.201710E-09 
    35     13   -1.952497E-09    4.067457E-09 
    35     14   -6.438532E-09   -6.587465E-09 
    35     15   -1.420664E-08    8.685159E-09 
    35     16   -5.953972E-09   -7.407099E-09 
    35     17    1.124862E-09   -9.676487E-09 
    35     18   -5.220970E-09   -1.097988E-08 
    35     19   -1.281769E-09   -3.488238E-09 
    35     20    1.131509E-09   -4.587923E-10 
    35     21    1.265581E-08   -4.856406E-10 
    35     22    6.508471E-09    5.945844E-09 
    35     23   -8.496455E-09   -2.431505E-09 
    35     24    2.792835E-09    5.310918E-09 
    35     25    7.279156E-09    1.744541E-09 
    35     26   -4.423800E-09    4.433951E-09 
    35     27    1.107241E-08   -1.340551E-08 
    35     28    7.436845E-09   -1.514890E-08 
    35     29    7.485110E-09    3.165122E-09 
    35     30   -4.427947E-09    2.882059E-09 
    35     31    7.856992E-09    3.611779E-09 
    35     32   -3.460998E-09   -8.304797E-09 
    35     33    5.631751E-09   -3.187616E-09 
    35     34   -7.819178E-10    2.793342E-09 
    35     35   -5.965799E-09   -5.051523E-09 
    36      0   -3.654795E-09   -3.654795E-09 
    36      1    4.679965E-11    6.409802E-09 
    36      2   -3.747181E-09   -2.876400E-09 
    36      3   -2.122586E-09   -1.803653E-08 
    36      4    4.930470E-09    5.119966E-10 
    36      5   -8.616839E-09   -2.476123E-10 
    36      6    1.073233E-08   -3.084501E-09 
    36      7    4.196546E-09    6.768947E-09 
    36      8    6.232289E-09   -4.552061E-09 
    36      9    1.614087E-09   -1.030917E-09 
    36     10    2.135003E-09    6.398702E-09 
    36     11   -3.854544E-09    4.018748E-09 
    36     12    2.158719E-10   -1.057125E-08 
    36     13   -7.794680E-09    6.974007E-09 
    36     14   -1.170841E-08   -5.281134E-09 
    36     15    1.896511E-09    4.021961E-09 
    36     16    2.040335E-09    4.394316E-10 
    36     17    5.429937E-09   -8.781594E-09 
    36     18    2.036301E-09    4.716031E-09 
    36     19   -5.885487E-09   -6.372421E-09 
    36     20   -6.109680E-09    2.392380E-09 
    36     21    1.108214E-08   -6.205840E-09 
    36     22    3.172936E-09    1.162003E-09 
    36     23    8.427860E-11    2.743362E-09 
    36     24    1.451545E-09   -4.654985E-09 
    36     25    4.850802E-09    1.617842E-08 
    36     26    4.060721E-09    9.867146E-09 
    36     27   -7.624580E-09    9.027644E-09 
    36     28    2.091330E-09   -4.133484E-09 
    36     29    1.473599E-09   -1.401496E-10 
    36     30   -1.023238E-08    6.565200E-09 
    36     31   -8.715012E-09   -5.333556E-09 
    36     32    1.302813E-08    2.157367E-09 
    36     33    3.373231E-09   -3.873752E-09 
    36     34   -8.963339E-09    4.130281E-09 
    36     35    1.846248E-10   -1.261434E-08 
    36     36    4.975677E-09   -5.798154E-09 
    37      0   -5.710050E-09   -5.710050E-09 
    37      1   -6.958602E-09   -1.289346E-09 
    37      2   -2.168582E-09   -1.162796E-08 
    37      3   -5.813066E-09   -7.852365E-11 
    37      4    5.186489E-09    2.184646E-09 
    37      5   -9.301739E-09    1.824073E-10 
    37      6   -1.429378E-09    8.673870E-09 
    37      7    7.102408E-09    8.567624E-09 
    37      8   -3.326777E-09   -3.686044E-09 
    37      9    3.913611E-09   -1.754341E-10 
    37     10    4.696333E-09    2.110601E-09 
    37     11   -1.541853E-09    4.104364E-09 
    37     12   -1.596679E-09   -5.027350E-09 
    37     13   -1.096500E-09   -7.069742E-09 
    37     14   -4.100336E-09   -1.898097E-10 
    37     15    9.467924E-09   -8.589648E-10 
    37     16    3.181333E-09    1.408158E-08 
    37     17    5.786066E-09   -3.341258E-09 
    37     18    2.192490E-09    3.317750E-09 
    37     19   -6.524902E-09    1.645033E-10 
    37     20   -7.130987E-09   -1.447175E-09 
    37     21    1.217291E-09   -1.297386E-09 
    37     22    6.650657E-09    5.490285E-10 
    37     23   -1.207519E-09    3.861301E-09 
    37     24   -8.764325E-09   -9.416661E-09 
    37     25    6.676222E-09   -2.729015E-09 
    37     26    5.149064E-09    1.095320E-08 
    37     27   -5.704754E-09    4.870561E-09 
    37     28    1.240413E-08    4.045128E-09 
    37     29    4.614536E-09    6.166043E-09 
    37     30   -8.562323E-09    1.217396E-08 
    37     31    3.350824E-09   -9.217500E-09 
    37     32   -1.010788E-10    4.280947E-09 
    37     33    2.517057E-09   -1.622705E-08 
    37     34    2.325041E-09    5.041455E-10 
    37     35   -1.021231E-08   -8.799857E-09 
    37     36   -4.042978E-09   -4.391894E-09 
    37     37    5.574256E-09   -4.085822E-09 
    38      0   -2.426811E-09   -2.426811E-09 
    38      1    5.090967E-09    3.143481E-09 
    38      2    7.505264E-09   -1.190830E-09 
    38      3   -1.329838E-09   -4.713210E-10 
    38      4    6.245943E-09   -4.591842E-09 
    38      5   -9.735291E-09    9.265365E-09 
    38      6   -1.262368E-08    2.883349E-09 
    38      7    2.071887E-09   -1.082697E-09 
    38      8    3.903728E-09    6.163494E-09 
    38      9    3.729378E-09   -3.053719E-09 
    38     10   -2.785195E-09   -5.569431E-09 
    38     11    1.753553E-09    7.418371E-09 
    38     12   -3.807380E-09   -7.520060E-09 
    38     13    2.470224E-09   -1.145918E-08 
    38     14   -7.777412E-09    3.965937E-09 
    38     15    2.669303E-09   -2.629088E-09 
    38     16   -6.050084E-09    1.001692E-08 
    38     17    2.779896E-09    4.323825E-09 
    38     18    9.082426E-09   -1.621323E-09 
    38     19    1.166553E-09   -4.248331E-12 
    38     20    4.630573E-09   -2.753876E-09 
    38     21   -1.032481E-09    3.458731E-09 
    38     22    1.181785E-09    7.609464E-09 
    38     23   -1.538360E-09    5.868593E-09 
    38     24   -1.344197E-08    1.645572E-09 
    38     25   -3.688337E-09   -3.106940E-09 
    38     26   -2.067188E-09    5.400200E-09 
    38     27   -2.336747E-09    9.005287E-09 
    38     28   -5.419349E-09   -4.761814E-09 
    38     29    6.151872E-09    2.756192E-09 
    38     30   -9.210179E-11    2.013727E-09 
    38     31    4.021545E-09   -8.774759E-09 
    38     32    7.933390E-09    1.458659E-09 
    38     33    3.136462E-09    1.417191E-08 
    38     34   -9.436669E-09    3.521495E-09 
    38     35    5.068431E-09    2.298519E-09 
    38     36    8.810706E-10   -1.232095E-09 
    38     37   -3.828302E-09    2.284596E-09 
    38     38    2.809496E-09   -2.830462E-09 
    39      0    1.292494E-09    1.292494E-09 
    39      1   -4.429346E-09    8.312010E-09 
    39      2    3.063397E-09    7.076229E-09 
    39      3   -4.897994E-09    6.062186E-09 
    39      4   -4.340309E-09   -4.701562E-09 
    39      5    4.634037E-09    2.426495E-09 
    39      6   -2.693567E-09    2.457108E-09 
    39      7    2.368794E-09   -1.099095E-09 
    39      8    2.786780E-10    1.260601E-08 
    39      9    7.283673E-09    5.271607E-09 
    39     10    2.649160E-09    6.747685E-10 
    39     11    1.253756E-08   -2.257394E-09 
    39     12   -3.405138E-09    7.893434E-09 
    39     13   -5.022561E-10   -6.418123E-09 
    39     14   -2.906842E-09    2.412376E-09 
    39     15   -5.682612E-09   -7.939706E-10 
    39     16    9.157841E-10   -2.599144E-09 
    39     17   -1.420313E-09   -1.663399E-09 
    39     18    1.822256E-09    5.094613E-10 
    39     19    5.050887E-09    6.455648E-09 
    39     20    2.511438E-10   -9.009983E-09 
    39     21   -4.518271E-09    1.104094E-09 
    39     22   -6.368396E-09   -1.000269E-09 
    39     23   -2.816399E-09    5.765399E-09 
    39     24   -9.772565E-09    7.997238E-09 
    39     25   -5.665777E-09   -5.530180E-09 
    39     26   -3.710580E-09    7.812907E-09 
    39     27   -7.924092E-09   -2.560505E-09 
    39     28   -3.434456E-09   -1.054323E-08 
    39     29   -5.834520E-10   -3.098697E-09 
    39     30    4.319502E-09   -1.055161E-08 
    39     31    1.313374E-09   -1.121598E-08 
    39     32    3.234237E-09    4.371256E-09 
    39     33   -5.839144E-09    3.190575E-09 
    39     34   -1.456647E-09    3.303161E-09 
    39     35   -1.387840E-08    2.517574E-09 
    39     36    4.521859E-09   -3.498472E-09 
    39     37    8.728526E-10   -5.071153E-09 
    39     38   -9.442725E-10    7.551969E-09 
    39     39   -1.183226E-10    1.961557E-09 
    40      0   -6.219119E-09   -6.219119E-09 
    40      1    3.807090E-09   -1.149749E-09 
    40      2   -1.120219E-09    4.457096E-10 
    40      3   -1.174419E-09   -2.478374E-09 
    40      4    6.660412E-09   -7.628834E-09 
    40      5    1.231232E-08    1.136029E-09 
    40      6   -1.472585E-09    3.090851E-09 
    40      7   -2.136106E-10    1.580969E-09 
    40      8    6.112144E-09    4.646153E-09 
    40      9   -3.088990E-09    9.339652E-10 
    40     10   -5.194920E-09    3.378906E-09 
    40     11    4.470325E-09   -3.562443E-09 
    40     12    7.093829E-09    1.359432E-09 
    40     13   -3.077547E-09   -5.813860E-09 
    40     14   -1.242595E-09    1.126961E-09 
    40     15   -5.066588E-09   -1.777020E-09 
    40     16   -1.449652E-09   -3.851390E-09 
    40     17    5.450619E-10    1.365273E-10 
    40     18   -9.796850E-10    9.690816E-10 
    40     19   -2.017468E-09   -3.383676E-10 
    40     20   -7.794909E-09    7.628938E-09 
    40     21   -3.482820E-09   -5.488150E-10 
    40     22   -1.357829E-08   -1.576099E-08 
    40     23   -2.600220E-11   -1.292400E-08 
    40     24    4.241576E-09    3.114526E-09 
    40     25    7.508952E-10   -3.518963E-09 
    40     26    7.205819E-09   -4.626833E-09 
    40     27   -1.369002E-09    2.219462E-09 
    40     28    2.257718E-09    6.906810E-09 
    40     29    2.165736E-09    2.636246E-09 
    40     30   -9.001404E-11    9.448637E-10 
    40     31   -6.204274E-09   -1.098260E-09 
    40     32   -1.912480E-09   -5.800319E-09 
    40     33   -1.431486E-09   -1.321189E-09 
    40     34    8.421135E-10    1.513553E-09 
    40     35    7.254226E-09   -8.394337E-09 
    40     36    3.654227E-09    6.422872E-09 
    40     37   -5.446374E-09    1.301049E-09 
    40     38    3.735108E-10    4.102912E-09 
    40     39    6.463916E-09    3.962550E-09 
    40     40   -1.776519E-09    6.033048E-10 
    41      0   -3.241892E-09   -3.241892E-09 
    41      1   -7.143741E-09   -3.293924E-09 
    41      2    3.612825E-09    3.351519E-09 
    41      3    3.939068E-09    3.144483E-09 
    41      4   -1.647415E-09    3.731450E-09 
    41      5    4.601873E-09   -3.022643E-09 
    41      6    2.517148E-09    1.506386E-09 
    41      7   -7.096616E-10    2.653724E-09 
    41      8   -1.606573E-09   -4.546037E-09 
    41      9   -1.677001E-09    4.814511E-09 
    41     10    5.728737E-09    1.483315E-09 
    41     11    2.577408E-09   -5.754858E-09 
    41     12    4.718450E-09    8.468106E-11 
    41     13   -1.519226E-09    6.410855E-09 
    41     14    4.153060E-09   -3.736072E-10 
    41     15   -9.738744E-10    1.550498E-09 
    41     16   -3.499232E-10   -4.508901E-09 
    41     17   -1.942625E-09    2.218680E-09 
    41     18   -2.681431E-09    4.270314E-09 
    41     19   -2.047105E-09   -1.324493E-09 
    41     20   -1.879215E-09   -6.639355E-10 
    41     21   -2.204441E-09   -3.021397E-09 
    41     22   -1.014602E-08   -2.381827E-09 
    41     23    4.864388E-10   -1.398112E-08 
    41     24    6.437800E-09   -2.113514E-09 
    41     25    1.467487E-10    2.838226E-09 
    41     26    6.136886E-09   -8.229831E-09 
    41     27    1.815868E-09   -7.539778E-10 
    41     28   -1.689332E-09   -4.897605E-09 
    41     29   -5.051227E-09    5.811630E-09 
    41     30    2.136241E-09   -7.986623E-10 
    41     31    1.081392E-08    5.553039E-10 
    41     32   -2.237305E-09    4.038153E-09 
    41     33   -1.963855E-09    1.075178E-08 
    41     34   -2.743483E-09    4.866836E-09 
    41     35   -1.384969E-08    4.121854E-09 
    41     36    2.657510E-09   -2.995803E-09 
    41     37    6.414353E-10   -1.018533E-08 
    41     38   -1.055802E-08   -1.532951E-09 
    41     39   -5.512919E-09   -2.604928E-09 
    41     40    3.952133E-09   -4.779226E-09 
    41     41    4.140986E-09    5.794175E-09 
    42      0   -2.206937E-09   -2.206937E-09 
    42      1   -2.274372E-09   -3.778390E-10 
    42      2   -3.814731E-09   -2.884498E-09 
    42      3   -3.608238E-11    9.946831E-09 
    42      4    7.109727E-09    1.424975E-09 
    42      5   -9.629173E-09   -3.357922E-09 
    42      6    3.482508E-09   -1.217683E-09 
    42      7    4.073909E-09   -3.255328E-09 
    42      8    7.722605E-10    8.189624E-10 
    42      9   -6.895552E-10    1.624922E-09 
    42     10    3.434127E-09    5.455086E-09 
    42     11    1.195918E-09    1.931435E-09 
    42     12    3.945341E-09   -1.009156E-08 
    42     13    7.156380E-10    4.246663E-09 
    42     14   -7.046537E-09    5.461027E-09 
    42     15   -1.089944E-09    7.352213E-09 
    42     16    4.175211E-09   -2.805630E-09 
    42     17   -1.645165E-09   -3.209852E-09 
    42     18   -1.214929E-08    1.842176E-09 
    42     19   -2.823668E-09   -5.737841E-09 
    42     20    6.651640E-09    8.148464E-10 
    42     21    4.485536E-10   -4.512793E-09 
    42     22    9.978321E-10   -3.486596E-09 
    42     23   -4.310060E-09   -4.655859E-09 
    42     24    4.663743E-09    1.334045E-09 
    42     25   -4.080616E-09    4.316858E-09 
    42     26   -2.513515E-09   -6.362344E-09 
    42     27    6.754560E-09   -2.331777E-09 
    42     28   -5.051120E-09    2.172905E-09 
    42     29   -5.916947E-09   -2.714297E-09 
    42     30    3.368029E-09    6.976419E-10 
    42     31    6.092553E-09    4.595999E-09 
    42     32    7.034189E-09    5.165519E-09 
    42     33    6.389090E-09    6.345977E-09 
    42     34    3.006753E-09    1.128162E-08 
    42     35   -5.514153E-09    2.009617E-10 
    42     36    4.630853E-09   -5.390803E-09 
    42     37   -7.022412E-09    3.264465E-09 
    42     38    2.503907E-09   -1.304927E-08 
    42     39    4.307394E-09    9.851490E-09 
    42     40    1.465796E-09   -2.850581E-09 
    42     41    5.107526E-10   -4.321479E-11 
    42     42   -6.490829E-09    2.833347E-09 
    43      0    6.461483E-09    6.461483E-09 
    43      1   -4.891299E-09    4.191709E-09 
    43      2   -9.441656E-09   -1.347776E-09 
    43      3    5.111516E-10   -1.451418E-10 
    43      4    1.832282E-09    9.161727E-10 
    43      5   -8.879257E-09    6.490420E-09 
    43      6    6.275670E-09    9.535652E-11 
    43      7   -1.446401E-09    5.791748E-09 
    43      8   -5.626355E-10   -3.647173E-10 
    43      9   -1.431666E-09   -6.170368E-09 
    43     10   -3.537459E-10    1.419052E-09 
    43     11   -5.262472E-09    5.334893E-09 
    43     12   -1.915764E-09    4.617526E-10 
    43     13    2.217093E-09   -1.437647E-09 
    43     14   -5.075912E-09    3.405952E-09 
    43     15    3.886724E-09    6.706120E-09 
    43     16    2.390335E-09    8.045925E-10 
    43     17    4.445644E-09   -4.365706E-09 
    43     18   -3.190510E-09   -4.110820E-09 
    43     19   -5.545409E-09   -6.956174E-09 
    43     20   -8.718923E-10    4.959608E-10 
    43     21    3.383013E-09    5.395228E-09 
    43     22    5.513539E-09   -2.249546E-09 
    43     23   -8.757733E-12   -6.279566E-09 
    43     24    4.742069E-09   -1.970192E-09 
    43     25    1.410553E-09    3.243153E-09 
    43     26   -3.896683E-09    3.160947E-09 
    43     27    4.880293E-09    6.852872E-11 
    43     28   -1.637918E-09    8.342937E-09 
    43     29   -2.423841E-09    7.455705E-10 
    43     30   -9.900635E-09   -8.781781E-09 
    43     31   -4.334386E-09   -7.496543E-10 
    43     32   -3.831214E-09    5.550778E-09 
    43     33    4.953480E-09   -9.867070E-10 
    43     34    3.261626E-09    7.460474E-10 
    43     35   -2.004840E-09    5.086890E-09 
    43     36    6.055858E-10   -3.771526E-09 
    43     37    3.458303E-09    5.470597E-09 
    43     38   -6.488430E-09    8.177930E-10 
    43     39    4.733311E-09   -3.275998E-09 
    43     40    1.107788E-08    7.898939E-10 
    43     41   -1.965831E-09    3.118441E-09 
    43     42   -8.550111E-09    3.958806E-09 
    43     43   -3.360784E-09   -8.165627E-09 
    44      0    3.430346E-10    3.430346E-10 
    44      1    5.802413E-09   -2.165097E-09 
    44      2   -6.246757E-10    3.439248E-09 
    44      3   -4.386107E-10   -4.180252E-09 
    44      4    1.516594E-09   -1.259770E-09 
    44      5    5.017444E-10    4.033190E-09 
    44      6   -7.175762E-09    2.481640E-09 
    44      7    5.246826E-09    9.550767E-09 
    44      8   -4.602572E-09   -1.256292E-09 
    44      9   -6.788975E-10   -6.194607E-09 
    44     10   -3.634953E-09   -6.090940E-09 
    44     11   -1.252963E-09   -1.315422E-09 
    44     12   -3.738640E-09   -1.279845E-09 
    44     13    1.314128E-09   -6.372595E-09 
    44     14   -6.067385E-09   -2.892424E-09 
    44     15    1.729918E-09   -6.165875E-09 
    44     16    4.459465E-09    6.342886E-09 
    44     17    4.622076E-09    1.566948E-09 
    44     18    5.870572E-09   -3.865891E-09 
    44     19    2.869956E-11   -4.779184E-09 
    44     20   -2.106850E-09    3.775821E-10 
    44     21   -7.309268E-09    4.172658E-11 
    44     22    5.339977E-09    1.305460E-09 
    44     23    1.459308E-09    8.286619E-09 
    44     24   -1.791991E-10   -8.110311E-09 
    44     25    4.189952E-09    1.195841E-10 
    44     26   -4.189620E-09    1.029585E-09 
    44     27    3.685399E-09   -2.980819E-09 
    44     28   -1.791856E-10    5.333172E-09 
    44     29   -6.852709E-09    5.210740E-09 
    44     30    4.731112E-09    1.992902E-09 
    44     31   -4.941407E-10    2.696361E-09 
    44     32   -4.065653E-09    1.693478E-09 
    44     33   -5.249315E-09   -3.119805E-10 
    44     34   -3.416206E-09    5.950993E-09 
    44     35   -7.521770E-09   -2.913437E-09 
    44     36    2.536741E-09   -7.825623E-09 
    44     37    1.088481E-08    6.737009E-09 
    44     38    3.512550E-09   -6.135658E-09 
    44     39    6.263627E-09    3.244234E-09 
    44     40   -3.854602E-09    6.596169E-09 
    44     41    3.207775E-09   -1.412259E-09 
    44     42   -7.365409E-10   -8.886690E-10 
    44     43    2.156482E-09   -3.017014E-09 
    44     44    2.820548E-09   -1.705159E-09 
    45      0   -3.252642E-09   -3.252642E-09 
    45      1    3.412304E-09   -4.602650E-09 
    45      2    2.057066E-09   -3.305299E-09 
    45      3   -1.344312E-09   -5.942961E-09 
    45      4    3.402933E-10   -2.601512E-09 
    45      5    1.125537E-09   -1.457620E-09 
    45      6   -6.221951E-09   -8.475799E-10 
    45      7    5.260682E-10    3.444446E-09 
    45      8   -2.017864E-09    9.583159E-10 
    45      9    8.358202E-09   -6.465688E-09 
    45     10   -1.794946E-09   -1.518071E-09 
    45     11    4.297652E-10   -2.858912E-09 
    45     12   -3.934260E-09   -1.574979E-09 
    45     13   -2.533356E-09   -9.739352E-10 
    45     14    1.438635E-09   -3.603719E-09 
    45     15   -3.842164E-09   -2.294135E-10 
    45     16    6.235523E-09    1.113869E-09 
    45     17    2.812344E-09   -1.686971E-09 
    45     18    1.205219E-09   -5.235076E-09 
    45     19   -4.763459E-09   -2.318556E-09 
    45     20    5.010473E-09    3.319032E-09 
    45     21   -3.350560E-09   -1.050937E-09 
    45     22    3.151777E-09    4.527498E-09 
    45     23    2.850637E-09    4.144422E-09 
    45     24   -1.062621E-08    4.546705E-09 
    45     25    8.844678E-09   -3.905399E-09 
    45     26   -1.354950E-09    6.228290E-09 
    45     27   -6.540571E-09    2.689682E-10 
    45     28    6.057820E-09   -1.303300E-10 
    45     29   -8.067306E-09   -3.159109E-09 
    45     30   -1.783175E-09   -8.741034E-10 
    45     31   -1.060652E-09   -6.099067E-09 
    45     32   -5.806051E-10   -2.902578E-09 
    45     33   -1.937105E-09   -2.386982E-09 
    45     34   -2.481103E-09    5.478916E-09 
    45     35   -6.877022E-09    8.294980E-09 
    45     36   -8.914039E-09    7.254045E-09 
    45     37   -6.007277E-09    4.378205E-09 
    45     38   -4.538851E-09    4.042400E-09 
    45     39   -2.014208E-09   -7.578874E-09 
    45     40    3.460297E-09   -3.723026E-09 
    45     41    9.785591E-10    7.031825E-10 
    45     42   -1.479704E-09   -1.099016E-08 
    45     43    4.329195E-09    1.056046E-09 
    45     44    1.128067E-08    3.113476E-09 
    45     45   -5.029765E-10    5.138289E-10 
    46      0   -3.107748E-09   -3.107748E-09 
    46      1    1.761414E-09   -2.273202E-10 
    46      2    5.111429E-09    3.149010E-09 
    46      3   -1.712011E-09   -1.459611E-10 
    46      4    1.096830E-09   -7.056946E-09 
    46      5   -3.226795E-09   -1.049250E-08 
    46      6   -4.479612E-09   -2.384070E-09 
    46      7    5.495384E-09   -8.732092E-09 
    46      8   -1.869811E-11    4.288965E-09 
    46      9    8.548051E-09    5.203157E-09 
    46     10    3.011431E-09   -1.316226E-09 
    46     11   -2.734716E-09   -4.135679E-09 
    46     12   -2.300618E-09   -1.040702E-10 
    46     13   -5.315738E-09   -3.428667E-09 
    46     14    2.439702E-10   -7.110472E-11 
    46     15   -5.285065E-09   -7.823593E-10 
    46     16    2.077536E-09    4.678474E-09 
    46     17   -4.796744E-09    7.465366E-10 
    46     18    3.001889E-09   -4.620692E-09 
    46     19   -8.259234E-10   -2.654024E-09 
    46     20   -2.885525E-09   -3.933304E-09 
    46     21   -5.771699E-09    3.100564E-09 
    46     22    6.899842E-09    1.549194E-09 
    46     23    2.895183E-09    3.450853E-09 
    46     24   -3.395894E-09    6.158862E-10 
    46     25    3.835320E-09   -7.266602E-09 
    46     26    4.264009E-09    1.171496E-08 
    46     27   -2.580676E-09   -2.632418E-10 
    46     28   -6.595726E-10   -4.998556E-09 
    46     29   -2.490487E-09   -3.208667E-09 
    46     30   -4.997679E-09   -7.091511E-09 
    46     31   -1.870681E-09   -1.266608E-09 
    46     32   -1.312241E-10   -3.711179E-09 
    46     33    1.574594E-08    4.054707E-10 
    46     34   -1.631517E-09    3.066441E-09 
    46     35   -5.892103E-09    1.392131E-09 
    46     36   -1.039032E-09   -1.985757E-09 
    46     37   -4.143917E-09    6.080107E-09 
    46     38   -5.619012E-09   -1.981730E-09 
    46     39    7.188594E-09   -2.065455E-10 
    46     40    1.650935E-10   -1.083414E-09 
    46     41   -1.628995E-10   -6.228652E-09 
    46     42    1.148792E-09    6.831398E-09 
    46     43   -2.701377E-09    1.206493E-08 
    46     44    2.831435E-09   -3.036101E-09 
    46     45   -9.978515E-10    4.979170E-09 
    46     46    2.823665E-10   -2.595613E-09 
    47      0    9.362511E-10    9.362511E-10 
    47      1   -6.925894E-09   -1.292956E-09 
    47      2    4.354253E-09   -2.732552E-09 
    47      3    1.096061E-09    2.415487E-09 
    47      4    5.618812E-10   -1.739554E-09 
    47      5   -1.773250E-09   -2.326892E-09 
    47      6    3.040986E-09   -4.167265E-09 
    47      7    4.316766E-10   -2.431417E-09 
    47      8    6.450715E-09   -6.764393E-10 
    47      9   -8.537213E-10    3.216518E-09 
    47     10    4.000107E-09    3.872277E-09 
    47     11    4.481636E-10   -3.730207E-09 
    47     12    1.076819E-08    1.960676E-09 
    47     13   -2.442832E-09   -7.248045E-10 
    47     14    1.058252E-09    4.745388E-10 
    47     15   -2.055625E-09    5.747775E-10 
    47     16   -7.408054E-10   -1.401063E-09 
    47     17   -2.080728E-09    2.498494E-09 
    47     18   -1.906589E-09    7.795119E-09 
    47     19    2.366155E-09    3.610410E-09 
    47     20   -1.025639E-08    1.562185E-09 
    47     21   -5.672871E-09   -7.948712E-10 
    47     22   -7.641044E-09   -4.993033E-10 
    47     23    3.245087E-09    6.664869E-10 
    47     24   -5.793650E-10   -1.498336E-09 
    47     25   -2.185811E-09   -9.121971E-09 
    47     26    8.266940E-09    1.327348E-09 
    47     27   -5.848466E-09   -1.489565E-09 
    47     28    1.730345E-09   -6.000334E-09 
    47     29    5.401615E-09    6.385385E-10 
    47     30   -3.063137E-09    2.590843E-09 
    47     31    7.543696E-10    1.704112E-09 
    47     32   -1.574951E-09   -6.050518E-10 
    47     33   -4.895745E-09    3.170517E-09 
    47     34    9.471369E-10    2.928851E-09 
    47     35   -8.344479E-09   -7.195621E-11 
    47     36    7.247539E-09   -4.485127E-09 
    47     37    8.065060E-09    1.043721E-09 
    47     38    4.484080E-10    1.610596E-09 
    47     39   -1.296960E-09    8.840671E-09 
    47     40   -8.719667E-09    7.901901E-09 
    47     41   -3.361742E-09    4.545953E-09 
    47     42   -1.894542E-09   -5.899857E-09 
    47     43    1.545411E-09    3.780089E-09 
    47     44   -2.935594E-09    1.020978E-08 
    47     45    6.233103E-09    3.410732E-09 
    47     46   -6.506313E-10   -4.180096E-09 
    47     47    2.691785E-09   -6.170192E-09 
    48      0    3.515302E-09    3.515302E-09 
    48      1    1.426734E-09    3.458823E-09 
    48      2    4.717740E-09    2.894150E-09 
    48      3   -1.230696E-09    3.320304E-09 
    48      4    4.132090E-10   -1.692911E-10 
    48      5    6.528956E-09   -2.123662E-09 
    48      6    5.909063E-09    8.079987E-09 
    48      7   -1.615187E-09    1.422805E-09 
    48      8    1.044363E-09    3.985747E-09 
    48      9   -1.490331E-09    3.831489E-09 
    48     10   -2.189649E-10    1.576462E-09 
    48     11    1.106662E-09    1.275839E-09 
    48     12    1.102449E-10   -2.794762E-09 
    48     13    1.729116E-09   -2.375929E-10 
    48     14   -6.262410E-10   -6.529519E-11 
    48     15    4.203806E-09    1.659069E-09 
    48     16   -5.006466E-10    1.600992E-09 
    48     17    9.687782E-10    3.442780E-09 
    48     18   -6.844999E-10    1.110442E-09 
    48     19   -1.193304E-09    4.476097E-09 
    48     20   -4.758182E-09    4.637632E-09 
    48     21    1.536603E-09   -2.852667E-09 
    48     22   -6.689508E-09    2.800410E-09 
    48     23   -2.374859E-09   -3.559746E-10 
    48     24   -4.816972E-09   -1.062442E-09 
    48     25   -3.901756E-09    1.768096E-09 
    48     26   -6.644627E-10   -6.692963E-09 
    48     27   -8.473502E-09    5.272287E-09 
    48     28    3.083700E-10   -7.863914E-09 
    48     29    2.303213E-09   -5.939316E-09 
    48     30   -1.107054E-09   -9.223071E-10 
    48     31   -6.587149E-10   -3.061054E-09 
    48     32    3.408058E-09   -2.106861E-09 
    48     33    1.853339E-09    1.609236E-09 
    48     34    3.809766E-10    7.408683E-09 
    48     35   -5.121234E-09    9.453241E-10 
    48     36   -4.431887E-09   -7.061614E-10 
