     n      m             Cnm             Snm 
    44     24   -1.799428E-10   -8.111117E-09 
    44     25    4.189669E-09    1.189715E-10 
    44     26   -4.188899E-09    1.029498E-09 
    44     27    3.686103E-09   -2.981285E-09 
    44     28   -1.790323E-10    5.332281E-09 
    44     29   -6.852283E-09    5.210242E-09 
    44     30    4.730591E-09    1.992365E-09 
    44     31   -4.949032E-10    2.695082E-09 
    44     32   -4.066574E-09    1.693111E-09 
    44     33   -5.250899E-09   -3.124772E-10 
    44     34   -3.417031E-09    5.950773E-09 
    44     35   -7.521761E-09   -2.913609E-09 
    44     36    2.536792E-09   -7.824892E-09 
    44     37    1.088449E-08    6.737732E-09 
    44     38    3.513626E-09   -6.136718E-09 
    44     39    6.264881E-09    3.242908E-09 
    44     40   -3.857445E-09    6.598344E-09 
    44     41    3.207813E-09   -1.411091E-09 
    44     42   -7.360567E-10   -8.872098E-10 
    44     43    2.163304E-09   -3.016610E-09 
    44     44    2.821337E-09   -1.705112E-09 
    45      0   -3.252456E-09   -3.252456E-09 
    45      1    3.412614E-09   -4.602536E-09 
    45      2    2.057029E-09   -3.305175E-09 
    45      3   -1.344293E-09   -5.942832E-09 
    45      4    3.402294E-10   -2.601324E-09 
    45      5    1.125313E-09   -1.457711E-09 
    45      6   -6.222113E-09   -8.474275E-10 
    45      7    5.259344E-10    3.444433E-09 
    45      8   -2.017886E-09    9.582122E-10 
    45      9    8.358314E-09   -6.465724E-09 
    45     10   -1.795133E-09   -1.517774E-09 
    45     11    4.297942E-10   -2.858680E-09 
    45     12   -3.933923E-09   -1.574631E-09 
    45     13   -2.533268E-09   -9.740239E-10 
    45     14    1.438443E-09   -3.603834E-09 
    45     15   -3.841673E-09   -2.292656E-10 
    45     16    6.235779E-09    1.114575E-09 
    45     17    2.812267E-09   -1.686918E-09 
    45     18    1.205034E-09   -5.234721E-09 
    45     19   -4.764108E-09   -2.318365E-09 
    45     20    5.010457E-09    3.319437E-09 
    45     21   -3.349923E-09   -1.051350E-09 
    45     22    3.151494E-09    4.528186E-09 
    45     23    2.852645E-09    4.144233E-09 
    45     24   -1.062689E-08    4.546861E-09 
    45     25    8.845530E-09   -3.905571E-09 
    45     26   -1.354926E-09    6.228100E-09 
    45     27   -6.539734E-09    2.691087E-10 
    45     28    6.058464E-09   -1.300661E-10 
    45     29   -8.067688E-09   -3.158703E-09 
    45     30   -1.783506E-09   -8.746689E-10 
    45     31   -1.062384E-09   -6.099035E-09 
    45     32   -5.802128E-10   -2.901811E-09 
    45     33   -1.937890E-09   -2.386596E-09 
    45     34   -2.480263E-09    5.480413E-09 
    45     35   -6.876550E-09    8.296159E-09 
    45     36   -8.914443E-09    7.254341E-09 
    45     37   -6.007425E-09    4.378058E-09 
    45     38   -4.539701E-09    4.041788E-09 
    45     39   -2.013813E-09   -7.578636E-09 
    45     40    3.460403E-09   -3.721875E-09 
    45     41    9.761454E-10    7.045467E-10 
    45     42   -1.477523E-09   -1.099074E-08 
    45     43    4.332234E-09    1.054165E-09 
    45     44    1.127992E-08    3.110584E-09 
    45     45   -5.046444E-10    5.168685E-10 
    46      0   -3.107560E-09   -3.107560E-09 
    46      1    1.761402E-09   -2.275164E-10 
    46      2    5.111434E-09    3.148917E-09 
    46      3   -1.712201E-09   -1.460917E-10 
    46      4    1.096854E-09   -7.057115E-09 
    46      5   -3.226374E-09   -1.049248E-08 
    46      6   -4.479641E-09   -2.384001E-09 
    46      7    5.495657E-09   -8.731904E-09 
    46      8   -1.840969E-11    4.288991E-09 
    46      9    8.547846E-09    5.203162E-09 
    46     10    3.011375E-09   -1.316021E-09 
    46     11   -2.734739E-09   -4.135912E-09 
    46     12   -2.300179E-09   -1.038512E-10 
    46     13   -5.315687E-09   -3.428589E-09 
    46     14    2.444980E-10   -7.118066E-11 
    46     15   -5.284974E-09   -7.823163E-10 
    46     16    2.077284E-09    4.678507E-09 
    46     17   -4.797045E-09    7.457533E-10 
    46     18    3.001726E-09   -4.620833E-09 
    46     19   -8.257420E-10   -2.653993E-09 
    46     20   -2.885736E-09   -3.933404E-09 
    46     21   -5.771435E-09    3.100208E-09 
    46     22    6.899069E-09    1.548983E-09 
    46     23    2.895020E-09    3.451070E-09 
    46     24   -3.396529E-09    6.150609E-10 
    46     25    3.835143E-09   -7.267252E-09 
    46     26    4.264804E-09    1.171494E-08 
    46     27   -2.580095E-09   -2.638832E-10 
    46     28   -6.592660E-10   -4.999405E-09 
    46     29   -2.490113E-09   -3.209535E-09 
    46     30   -4.998253E-09   -7.092056E-09 
    46     31   -1.871917E-09   -1.267367E-09 
    46     32   -1.320732E-10   -3.711461E-09 
    46     33    1.574482E-08    4.049989E-10 
    46     34   -1.631574E-09    3.066502E-09 
    46     35   -5.891919E-09    1.391940E-09 
    46     36   -1.038941E-09   -1.984780E-09 
    46     37   -4.143960E-09    6.080611E-09 
    46     38   -5.618556E-09   -1.982198E-09 
    46     39    7.189532E-09   -2.083511E-10 
    46     40    1.626614E-10   -1.081391E-09 
    46     41   -1.626354E-10   -6.227384E-09 
    46     42    1.149354E-09    6.833754E-09 
    46     43   -2.699309E-09    1.206546E-08 
    46     44    2.832882E-09   -3.036544E-09 
    46     45   -9.954412E-10    4.975725E-09 
    46     46    2.964024E-10   -2.599020E-09 
    47      0    9.361101E-10    9.361101E-10 
    47      1   -6.925413E-09   -1.292858E-09 
    47      2    4.354185E-09   -2.732536E-09 
    47      3    1.096143E-09    2.415605E-09 
    47      4    5.618357E-10   -1.739581E-09 
    47      5   -1.773530E-09   -2.326895E-09 
    47      6    3.040845E-09   -4.167198E-09 
    47      7    4.315785E-10   -2.431338E-09 
    47      8    6.450608E-09   -6.764749E-10 
    47      9   -8.535511E-10    3.216388E-09 
    47     10    4.000051E-09    3.872499E-09 
    47     11    4.482346E-10   -3.729977E-09 
    47     12    1.076844E-08    1.961032E-09 
    47     13   -2.442678E-09   -7.248677E-10 
    47     14    1.058029E-09    4.744046E-10 
    47     15   -2.055199E-09    5.750232E-10 
    47     16   -7.404900E-10   -1.400857E-09 
    47     17   -2.080844E-09    2.498444E-09 
    47     18   -1.906846E-09    7.795369E-09 
    47     19    2.365433E-09    3.610782E-09 
    47     20   -1.025658E-08    1.562674E-09 
    47     21   -5.672352E-09   -7.953142E-10 
    47     22   -7.641351E-09   -4.987531E-10 
    47     23    3.247166E-09    6.663772E-10 
    47     24   -5.798813E-10   -1.498311E-09 
    47     25   -2.184852E-09   -9.122020E-09 
    47     26    8.266843E-09    1.327150E-09 
    47     27   -5.847821E-09   -1.489503E-09 
    47     28    1.730942E-09   -5.999966E-09 
    47     29    5.401136E-09    6.389920E-10 
    47     30   -3.063649E-09    2.589889E-09 
    47     31    7.525597E-10    1.704498E-09 
    47     32   -1.574567E-09   -6.039613E-10 
    47     33   -4.896724E-09    3.171082E-09 
    47     34    9.474385E-10    2.930119E-09 
    47     35   -8.343537E-09   -7.052406E-11 
    47     36    7.247222E-09   -4.485078E-09 
    47     37    8.064723E-09    1.042975E-09 
    47     38    4.475355E-10    1.610076E-09 
    47     39   -1.297057E-09    8.840628E-09 
    47     40   -8.719776E-09    7.903722E-09 
    47     41   -3.362988E-09    4.547564E-09 
    47     42   -1.892723E-09   -5.899662E-09 
    47     43    1.547810E-09    3.778812E-09 
    47     44   -2.935328E-09    1.020800E-08 
    47     45    6.233038E-09    3.409572E-09 
    47     46   -6.571022E-10   -4.183717E-09 
    47     47    2.695299E-09   -6.170291E-09 
    48      0    3.515059E-09    3.515059E-09 
    48      1    1.426833E-09    3.458485E-09 
    48      2    4.717731E-09    2.894005E-09 
    48      3   -1.231019E-09    3.320145E-09 
    48      4    4.132889E-10   -1.694250E-10 
    48      5    6.529274E-09   -2.123633E-09 
    48      6    5.909106E-09    8.080191E-09 
    48      7   -1.614971E-09    1.422920E-09 
    48      8    1.044581E-09    3.985786E-09 
    48      9   -1.490455E-09    3.831448E-09 
    48     10   -2.190608E-10    1.576473E-09 
    48     11    1.106736E-09    1.275664E-09 
    48     12    1.105141E-10   -2.794635E-09 
    48     13    1.729346E-09   -2.374622E-10 
    48     14   -6.256253E-10   -6.537603E-11 
    48     15    4.203876E-09    1.659311E-09 
    48     16   -5.009114E-10    1.601030E-09 
    48     17    9.685403E-10    3.441940E-09 
    48     18   -6.845970E-10    1.110192E-09 
    48     19   -1.193078E-09    4.476107E-09 
    48     20   -4.758405E-09    4.637430E-09 
    48     21    1.536926E-09   -2.852977E-09 
    48     22   -6.690222E-09    2.800088E-09 
    48     23   -2.374755E-09   -3.557055E-10 
    48     24   -4.817719E-09   -1.063266E-09 
    48     25   -3.901627E-09    1.767576E-09 
    48     26   -6.635045E-10   -6.692922E-09 
    48     27   -8.472903E-09    5.271703E-09 
    48     28    3.085592E-10   -7.864904E-09 
    48     29    2.303561E-09   -5.940189E-09 
    48     30   -1.107880E-09   -9.230109E-10 
    48     31   -6.602621E-10   -3.061107E-09 
    48     32    3.407384E-09   -2.107249E-09 
    48     33    1.852423E-09    1.609043E-09 
    48     34    3.811730E-10    7.408865E-09 
    48     35   -5.120779E-09    9.450563E-10 
    48     36   -4.432225E-09   -7.051937E-10 
    48     37   -1.591067E-09   -4.999824E-09 
    48     38   -8.939867E-09   -1.218704E-09 
    48     39    4.425748E-09   -7.681836E-09 
    48     40    8.225649E-10    4.652550E-09 
    48     41   -2.544142E-09   -9.917266E-09 
    48     42    2.380436E-09    2.198320E-09 
    48     43    3.811402E-09    5.254547E-09 
    48     44    1.585020E-10   -9.115339E-11 
    48     45    5.866040E-09    4.686427E-09 
    48     46   -3.096561E-09    8.829239E-09 
    48     47    3.678946E-09    3.899754E-09 
    48     48    5.566352E-09   -2.091420E-09 
    49      0    2.052173E-10    2.052173E-10 
    49      1    6.643703E-09   -1.901306E-09 
    49      2   -3.489285E-10    9.894932E-10 
    49      3    7.926102E-10    1.685968E-09 
    49      4    7.066060E-10    8.012947E-09 
    49      5    1.104053E-09    1.542590E-09 
    49      6   -8.843904E-10    1.669641E-09 
    49      7    3.243769E-09    4.918831E-09 
    49      8    2.560338E-10    3.114976E-09 
    49      9    7.519965E-11    5.311483E-09 
    49     10   -7.323737E-09   -1.177831E-09 
    49     11    5.746984E-09    3.972000E-09 
    49     12   -3.037742E-09   -3.072368E-09 
    49     13    3.929102E-09    6.279088E-09 
    49     14    4.235098E-10   -1.545500E-09 
    49     15   -1.472512E-09    6.193459E-10 
    49     16   -5.095629E-11   -6.725686E-09 
    49     17   -1.594245E-09   -1.141894E-09 
    49     18   -2.293332E-09   -3.111827E-09 
    49     19   -2.173961E-09    5.214574E-10 
    49     20    5.417417E-09   -8.066012E-11 
    49     21   -2.112004E-09   -4.702615E-09 
    49     22   -6.640300E-11    3.808875E-09 
    49     23    2.102002E-09   -1.161026E-10 
    49     24    3.841151E-09    1.265297E-09 
    49     25   -5.246100E-09    5.770503E-09 
    49     26   -8.388766E-09   -1.391123E-09 
    49     27   -3.944202E-09    2.572030E-09 
    49     28   -3.775193E-09   -1.118200E-08 
    49     29   -1.847614E-10   -1.560923E-09 
    49     30    3.286952E-09    3.694347E-09 
    49     31   -5.354816E-10   -6.350708E-09 
    49     32    1.680264E-09   -5.931610E-09 
    49     33    2.637692E-09   -1.236659E-09 
    49     34    4.544285E-09    1.019589E-09 
    49     35    3.244446E-09    5.604504E-09 
    49     36   -4.636257E-09    2.249713E-09 
    49     37   -1.790515E-09    1.262727E-09 
    49     38    2.872914E-09   -2.051236E-09 
    49     39    1.902370E-09    1.642292E-09 
    49     40   -3.282159E-09    1.580230E-09 
    49     41   -2.331273E-09   -2.377378E-09 
    49     42   -2.861978E-09   -4.876319E-10 
    49     43    5.512353E-09   -7.352056E-09 
    49     44    5.761145E-09    7.890512E-09 
    49     45    1.163418E-09   -1.093406E-09 
    49     46    2.456565E-09    4.601502E-10 
    49     47    3.244314E-09    1.331434E-09 
    49     48   -1.578697E-09    8.670584E-10 
    49     49    2.548940E-09    2.865164E-09 
    50      0   -4.844463E-09   -4.844463E-09 
    50      1    3.507891E-09    3.061473E-10 
    50      2   -8.058348E-09   -1.632626E-09 
    50      3   -9.071070E-11   -5.221809E-10 
    50      4   -8.369744E-09    3.583383E-10 
    50      5    6.134679E-11   -2.747110E-09 
    50      6   -3.326696E-10    3.171248E-09 
    50      7    2.110656E-09    3.096867E-09 
    50      8   -3.722265E-09   -2.285520E-10 
    50      9   -2.257148E-09    2.663461E-09 
    50     10   -2.745156E-09   -2.078822E-09 
    50     11   -2.232474E-09    1.703492E-09 
    50     12   -5.514211E-09    5.066341E-09 
    50     13   -9.513738E-10   -5.666916E-11 
    50     14   -2.478209E-09    3.323109E-09 
    50     15   -3.302081E-09   -2.930106E-10 
    50     16   -2.608167E-09   -5.267677E-09 
    50     17    6.846880E-10   -2.987441E-09 
    50     18    1.957407E-09   -3.841984E-09 
    50     19    5.932387E-10    4.823663E-10 
    50     20    1.725720E-09   -2.149723E-09 
    50     21   -2.893486E-10   -4.437515E-10 
    50     22    1.087831E-09   -5.696921E-10 
    50     23   -1.968407E-09   -5.446076E-09 
    50     24    9.309844E-09   -6.823091E-10 
    50     25    4.769219E-09    2.619387E-09 
    50     26   -8.761891E-09   -1.904179E-09 
    50     27    5.917799E-09   -3.283795E-09 
    50     28   -1.250446E-09    6.838909E-09 
    50     29    5.230878E-09    1.552551E-09 
    50     30    4.039451E-09    6.976398E-09 
    50     31   -2.857082E-09    5.832061E-09 
    50     32   -2.599933E-09    1.127476E-09 
    50     33   -3.134264E-09   -2.816212E-09 
    50     34   -1.590516E-09   -1.459479E-09 
    50     35    2.295034E-09    1.619162E-10 
    50     36   -1.902291E-10    6.535693E-10 
    50     37   -1.144548E-09   -1.026249E-09 
    50     38   -1.120535E-09   -5.590292E-09 
    50     39   -5.385954E-09    8.517059E-09 
    50     40    2.189644E-09    5.306909E-09 
    50     41   -6.326049E-09   -5.804514E-09 
    50     42    5.454880E-09   -3.946774E-09 
    50     43    9.088566E-12   -1.589517E-09 
    50     44    9.021605E-10   -8.230169E-10 
    50     45   -2.803959E-09    5.610305E-09 
    50     46   -5.745020E-09    2.185703E-09 
    50     47   -6.091702E-09   -1.137620E-08 
    50     48    8.593713E-10    6.976174E-10 
    50     49    2.191039E-09   -4.790496E-09 
    50     50    4.535927E-09    2.549291E-09 
    51      0   -4.459421E-09   -4.459421E-09 
    51      1    1.761591E-09    1.159777E-09 
    51      2   -7.333905E-09   -2.474058E-09 
    51      3   -5.141991E-09   -6.836632E-09 
    51      4    2.066309E-09    1.702776E-09 
    51      5   -3.583597E-09   -3.546659E-09 
    51      6    8.362385E-10   -3.403870E-09 
    51      7   -1.016024E-09    3.800740E-09 
    51      8    1.467526E-09    3.799991E-09 
    51      9    9.959653E-10   -3.236358E-09 
    51     10    2.505939E-10   -2.499790E-09 
    51     11   -2.358666E-09    1.387631E-09 
    51     12   -3.715124E-09    8.668344E-10 
    51     13   -9.936131E-09    1.236844E-09 
    51     14    1.352812E-09    2.142568E-10 
    51     15    1.504878E-09   -2.220406E-10 
    51     16   -2.102244E-10   -1.119119E-09 
    51     17    3.866138E-09   -2.287024E-09 
    51     18    2.918645E-10   -1.177251E-09 
    51     19    4.981406E-10   -1.661766E-10 
    51     20   -3.461099E-10    8.086764E-11 
    51     21    2.497855E-09    6.740875E-10 
    51     22   -3.656223E-09   -2.407053E-09 
    51     23   -1.753074E-09    1.719112E-09 
    51     24    2.757242E-09   -6.343710E-09 
    51     25    7.055088E-09   -1.757397E-09 
    51     26   -1.307551E-09   -3.957675E-09 
    51     27    5.196113E-09   -9.240031E-09 
    51     28    3.921531E-09    6.607267E-09 
    51     29   -1.859366E-09    1.978417E-09 
    51     30    1.826630E-09    3.041433E-09 
    51     31    4.600185E-10    6.444974E-09 
    51     32    7.357553E-10    1.481640E-09 
    51     33   -3.836365E-09    7.544917E-10 
    51     34   -4.397305E-09   -8.690621E-10 
    51     35    2.660747E-09    2.692185E-09 
    51     36   -6.402261E-09    2.803959E-09 
    51     37   -3.166808E-09   -5.636171E-09 
    51     38    1.929893E-09   -5.644762E-09 
    51     39    5.998036E-09    8.206540E-10 
    51     40   -2.731507E-09   -8.215838E-10 
    51     41    2.117049E-09    1.192621E-09 
    51     42    6.604840E-10    3.844658E-09 
    51     43   -5.223488E-09    2.985278E-09 
    51     44    2.825380E-10    1.274410E-09 
    51     45   -8.870144E-09   -6.051928E-09 
    51     46    4.401724E-10    8.713418E-11 
    51     47    3.399641E-09   -2.153239E-09 
    51     48    3.756611E-09    1.814890E-09 
    51     49   -2.229047E-09   -1.938556E-09 
    51     50   -2.130355E-09    5.482216E-09 
    51     51    1.046712E-09    3.015729E-09 
    52      0    1.212682E-09    1.212682E-09 
    52      1   -1.755386E-09   -4.624497E-09 
    52      2    3.570599E-09    1.036286E-09 
    52      3    1.917669E-09   -6.758338E-10 
    52      4    3.068501E-09    8.919087E-10 
    52      5    1.217941E-09   -2.079232E-09 
    52      6   -6.445153E-09   -3.676454E-10 
    52      7   -4.611606E-09   -3.020950E-09 
    52      8    1.519394E-09   -1.944128E-09 
    52      9   -2.718342E-09   -4.491244E-09 
    52     10    3.394260E-09   -1.528906E-09 
    52     11   -1.861205E-10   -1.817816E-10 
    52     12   -1.658219E-09   -3.365082E-09 
    52     13   -3.355874E-09    3.761722E-09 
    52     14    3.445515E-09   -4.991226E-10 
    52     15    2.570236E-09    2.301392E-09 
    52     16   -1.173341E-09    2.897861E-09 
    52     17    8.069288E-10    1.994023E-09 
    52     18    6.958825E-10   -8.561422E-10 
    52     19    8.977842E-10    1.516402E-09 
    52     20    1.808472E-09   -3.526559E-09 
    52     21    2.319043E-10    3.707835E-10 
    52     22   -3.306572E-09    3.639546E-09 
    52     23    5.252252E-09    1.238808E-09 
    52     24    1.230025E-10    1.665847E-10 
    52     25    3.294095E-09   -2.732069E-09 
    52     26   -5.575432E-09   -2.770007E-09 
    52     27   -3.117874E-10   -5.658241E-09 
    52     28    2.541901E-09    1.128980E-09 
    52     29   -6.562575E-09   -4.052553E-09 
    52     30   -1.299613E-09   -1.650507E-10 
    52     31    2.414444E-09   -1.837119E-09 
    52     32    4.198877E-09   -5.568868E-09 
    52     33   -2.186566E-10   -1.001351E-09 
    52     34    5.461792E-09   -1.301202E-09 
    52     35    6.590413E-09    6.446266E-09 
    52     36    1.249120E-09    6.763231E-09 
    52     37   -1.046673E-08    2.856939E-09 
    52     38   -1.194580E-09   -1.686544E-09 
    52     39   -1.388283E-09   -2.593764E-09 
    52     40   -1.020119E-08   -1.480533E-09 
    52     41   -3.047771E-09   -3.500616E-09 
    52     42    1.197371E-10   -5.674169E-09 
    52     43    4.411099E-09   -2.546160E-09 
    52     44   -1.407673E-09   -2.154284E-10 
    52     45    1.751702E-09   -3.128060E-10 
    52     46    4.311228E-12    3.879725E-09 
    52     47   -3.306339E-09    4.295748E-09 
    52     48    3.620178E-09    2.890526E-09 
    52     49   -7.480929E-09    6.854860E-09 
    52     50   -5.303294E-09   -8.800560E-10 
    52     51   -5.984556E-09   -1.735469E-09 
    52     52   -2.176724E-09   -4.451261E-09 
    53      0    7.858982E-09    7.858982E-09 
    53      1    1.880429E-09   -4.638748E-10 
    53      2    5.803609E-09   -2.432979E-09 
    53      3   -1.592198E-09    1.390837E-09 
    53      4    4.561162E-09    1.408938E-09 
    53      5   -4.574252E-10   -3.831005E-09 
    53      6    2.881201E-09   -1.037081E-09 
    53      7    1.117237E-09   -6.013862E-09 
    53      8    1.864651E-09    7.336076E-12 
    53      9    2.895939E-09   -2.868439E-09 
    53     10    9.456164E-09   -2.350676E-09 
    53     11    3.408627E-09    4.503274E-10 
    53     12    6.833816E-10   -5.967934E-09 
    53     13    4.632085E-09    4.135302E-09 
    53     14    2.005925E-09   -4.485150E-10 
    53     15    5.866370E-09    5.289076E-09 
    53     16    7.443634E-10    5.763806E-09 
    53     17   -4.308470E-09    7.373884E-10 
    53     18    2.742901E-09    1.917109E-09 
    53     19    3.484618E-09   -8.474195E-10 
    53     20   -1.118602E-09   -1.198649E-09 
    53     21   -2.883127E-09    2.637582E-09 
    53     22    6.954724E-11    5.690611E-09 
    53     23    4.360433E-09   -5.326411E-09 
    53     24   -5.069394E-09    6.056563E-09 
    53     25   -4.025997E-10   -6.110266E-09 
    53     26   -7.042033E-10    2.120436E-09 
    53     27   -2.870322E-10   -2.417888E-09 
    53     28    1.297546E-09    2.965492E-09 
    53     29   -6.423967E-09   -2.469609E-09 
    53     30   -5.344522E-09   -5.984569E-09 
    53     31   -2.404572E-09    1.909253E-09 
    53     32    2.016574E-09   -1.507972E-09 
    53     33   -4.355253E-10    1.246307E-09 
    53     34   -4.315896E-09   -7.730425E-09 
    53     35    1.170854E-09   -3.593929E-09 
    53     36    2.638177E-09    2.485687E-09 
    53     37   -2.516223E-09    1.527385E-09 
    53     38    1.081767E-09   -2.138982E-09 
    53     39   -1.535995E-09   -3.161120E-09 
    53     40   -4.704249E-10   -8.925885E-10 
    53     41    7.446270E-09   -6.048880E-09 
    53     42    4.512252E-09    2.393436E-09 
    53     43   -3.837543E-10    4.332390E-09 
    53     44    1.690995E-09   -1.191913E-09 
    53     45   -7.298801E-09    2.937922E-09 
    53     46   -1.254955E-09   -4.761400E-09 
    53     47   -1.363131E-09    5.932095E-09 
    53     48   -2.312189E-09   -4.064693E-09 
    53     49   -1.441369E-09   -4.562710E-09 
    53     50    8.358052E-09    1.048695E-09 
    53     51    1.924146E-09    2.930291E-10 
    53     52    6.212720E-09    5.992859E-10 
    53     53    1.987631E-09    3.970259E-09 
    54      0    2.236008E-09    2.236008E-09 
    54      1   -1.626417E-09    4.158638E-09 
    54      2    2.313781E-09   -3.060523E-10 
    54      3    5.501279E-09    1.505709E-09 
    54      4   -1.182651E-09   -6.670917E-09 
    54      5    2.059992E-09   -1.567487E-09 
    54      6    1.665665E-09   -2.417612E-09 
    54      7    3.027470E-09    9.460925E-10 
    54      8    3.685683E-09   -3.450477E-09 
    54      9    2.455428E-09    7.071065E-09 
    54     10    4.353572E-09   -1.187140E-09 
    54     11    2.956895E-09    2.407268E-11 
    54     12   -9.744486E-10   -3.161367E-09 
    54     13    4.287099E-09    2.454558E-10 
    54     14   -1.914628E-09    8.805754E-10 
    54     15    2.898510E-09   -4.159358E-09 
    54     16   -3.730335E-09    2.574714E-09 
    54     17   -3.325740E-10    6.295006E-09 
    54     18    3.711368E-09   -9.241703E-10 
    54     19    8.310903E-09   -1.695594E-09 
    54     20   -2.216942E-09   -1.107971E-09 
    54     21   -3.216295E-09    2.579578E-09 
    54     22   -3.111887E-09    3.581247E-09 
    54     23   -1.327194E-10   -1.679900E-09 
    54     24    3.628780E-09    4.072511E-09 
    54     25   -3.793595E-09   -2.039444E-09 
    54     26    4.463926E-09   -2.943790E-09 
    54     27   -5.138453E-10    5.103245E-09 
    54     28   -1.928087E-09   -4.662464E-10 
    54     29   -1.582706E-09    7.287466E-10 
    54     30    2.203752E-09    1.948180E-09 
    54     31    7.273314E-10    4.346721E-09 
    54     32   -3.198172E-09    2.252840E-09 
    54     33   -6.078949E-09    4.949283E-10 
    54     34   -7.709588E-09   -4.605489E-09 
    54     35    1.340077E-09   -8.462515E-09 
    54     36    2.175320E-09   -7.354232E-09 
    54     37    2.665402E-09    2.178032E-09 
    54     38   -4.076845E-10   -8.889534E-10 
    54     39    7.675202E-09   -1.425907E-09 
    54     40    4.031699E-09    4.945895E-10 
    54     41    5.776256E-09    4.820551E-09 
    54     42    5.253443E-09    5.817447E-09 
    54     43   -1.818932E-09    3.914764E-09 
    54     44   -1.784017E-09    3.215052E-09 
    54     45   -1.652732E-09   -5.330193E-09 
    54     46    7.344085E-10   -4.135074E-09 
    54     47   -3.147731E-09    3.387071E-09 
    54     48    3.171032E-09    2.370829E-09 
    54     49   -1.094245E-11    9.686985E-10 
    54     50   -1.870647E-09   -1.805202E-09 
    54     51    4.910041E-09    2.774197E-09 
    54     52    1.351950E-09   -2.636770E-09 
    54     53   -2.752727E-09    3.372733E-09 
    54     54   -7.780279E-09    5.100196E-09 
    55      0    9.972582E-10    9.972582E-10 
    55      1   -2.675187E-10    4.639724E-09 
    55      2   -1.725605E-09   -2.242833E-09 
    55      3    5.427762E-09    3.156714E-09 
    55      4    1.358030E-09    2.718202E-09 
    55      5    6.141719E-09    3.030573E-09 
    55      6   -8.361932E-10   -1.953218E-09 
    55      7    9.496215E-10    3.561410E-09 
    55      8   -3.740151E-09    8.615044E-10 
    55      9    3.713731E-09    1.855829E-09 
    55     10   -1.027600E-09    3.691751E-09 
    55     11    2.875681E-09    3.043480E-09 
    55     12    1.412942E-09    3.239287E-09 
    55     13    2.030534E-09   -8.779772E-10 
    55     14   -2.138599E-09    8.880192E-10 
    55     15   -1.833987E-09   -5.131635E-09 
    55     16   -3.016513E-09   -1.903716E-10 
    55     17   -2.204836E-09   -1.817134E-09 
    55     18   -2.548610E-09    6.342248E-09 
    55     19    1.792766E-09   -3.106596E-10 
    55     20   -9.135365E-10    1.065514E-09 
    55     21    6.551010E-10   -3.053505E-09 
    55     22    4.036718E-09   -2.391351E-09 
    55     23    1.644656E-09    5.853354E-09 
    55     24    6.711972E-09    3.758208E-09 
    55     25   -4.864255E-09    2.128490E-09 
    55     26   -1.033134E-09   -2.100375E-09 
    55     27   -3.391450E-09    3.486265E-09 
    55     28    3.106591E-10    2.682063E-10 
    55     29    2.949157E-09   -7.931279E-10 
    55     30    4.518072E-09    1.782746E-10 
    55     31   -2.182125E-10    1.264843E-09 
    55     32    2.694424E-10    1.559800E-09 
    55     33    1.480184E-09   -5.441591E-11 
    55     34   -3.801040E-10    7.598030E-10 
    55     35    2.711667E-09   -2.190732E-09 
    55     36    1.165472E-09    4.537363E-09 
    55     37   -2.897805E-09    5.062814E-09 
    55     38   -7.107988E-09    1.302329E-09 
    55     39   -2.087906E-09   -4.759934E-09 
    55     40    3.214852E-09   -4.448005E-09 
    55     41    3.585773E-09    2.918918E-10 
    55     42    3.116444E-09   -2.221842E-09 
    55     43    5.342039E-10   -7.846916E-11 
    55     44    7.730144E-09   -2.306935E-09 
    55     45    1.451367E-09    4.385410E-09 
    55     46   -3.532515E-09   -1.871082E-09 
    55     47    3.502209E-09   -5.462684E-11 
    55     48   -5.392127E-09   -1.873260E-09 
    55     49    2.347967E-09   -4.391357E-10 
    55     50   -4.446829E-09    1.359782E-09 
    55     51    1.167231E-10    4.842916E-09 
    55     52   -4.635183E-09   -3.715370E-09 
    55     53    3.270919E-10    1.463989E-09 
    55     54   -5.590471E-09   -6.188593E-09 
    55     55    1.650627E-09   -5.654765E-09 
    56      0   -4.274386E-09   -4.274386E-09 
    56      1    3.421165E-09    3.607682E-09 
    56      2   -3.146556E-09    5.380840E-09 
    56      3   -2.495883E-09    2.725810E-09 
    56      4   -9.484386E-10    4.542648E-09 
    56      5    2.452469E-09    2.524871E-09 
    56      6   -8.866251E-09    1.349130E-09 
    56      7    2.998460E-09   -2.528679E-10 
    56      8   -3.768030E-09   -5.444098E-09 
    56      9    3.713459E-09    1.052994E-09 
    56     10   -3.352648E-09    1.338361E-09 
    56     11    6.542070E-10    3.028402E-09 
    56     12   -1.141858E-09    4.795196E-09 
    56     13    8.972135E-10    5.767565E-09 
    56     14    1.334228E-10    4.347731E-09 
    56     15   -3.486618E-09    1.195643E-09 
    56     16   -4.023094E-10   -3.515578E-09 
    56     17   -7.195355E-09    6.720827E-10 
    56     18   -2.013130E-09    3.069545E-09 
    56     19   -1.478975E-09   -3.606988E-10 
    56     20    5.241537E-09   -1.998953E-09 
    56     21    2.308921E-10   -4.246650E-09 
    56     22    1.679177E-09   -1.161450E-10 
    56     23    2.141562E-09    4.318392E-09 
    56     24    1.129627E-09    4.979118E-11 
    56     25   -1.603120E-09    3.085369E-09 
