0 5.6697
1 5.64856
2 5.62769
3 5.60708
3 5.60708
4 5.58675
5 5.5667
6 5.54693
7 5.52745
8 5.50827
9 5.4894
10 5.47083
11 5.45257
12 5.43464
13 5.41703
14 5.39975
15 5.38281
15 5.38281
16 5.36621
17 5.34996
18 5.33406
19 5.31853
20 5.30336
21 5.28856
22 5.27414
23 5.2601
24.4 5.24099
24.4 5.24099
25 5.23287
26 5.21942
27 5.20606
28 5.19279
29 5.17963
30 5.16657
31 5.15362
32 5.15735
33 5.16019
34 5.16121
35 5.16023
40 5.13337
45 5.08828
50 5.02571
60 5.03381
70 5.07899
80 5.0477
80 5.0477
90 5.13463
100 5.30685
110 5.50517
120 5.47034
130 5.32549
140 5.1665
150 4.90872
160 4.30823
170 4.04185
180 3.94068
190 3.82837
200 3.6978
210 3.54629
220 3.39855
220 3.39855
230 3.26332
240 3.1303
250 2.99654
260 2.85617
270 2.70951
280 2.56589
290 2.43443
300 2.32016
310 2.22042
320 2.13185
330 2.05113
340 1.97582
350 1.90801
360 1.85044
370 1.80071
380 1.75365
390 1.71006
400 1.67073
400 1.67073
410 1.63644
420 1.60759
430 1.5819
440 1.55863
450 1.53757
460 1.51675
470 1.49991
480 1.49415
490 1.49005
500 1.48566
510 1.48082
520 1.47534
530 1.46911
540 1.46228
550 1.45485
560 1.44676
570 1.43681
580 1.42008
590 1.39869
600 1.37562
600 1.37562
610 1.3537
620 1.33556
630 1.32275
640 1.31247
650 1.30215
660 1.30232
670 1.29911
670 1.29911
685.3 0.733015
735.3 0.598234
771 0.537532
771 0.537532
785.3 0.517213
835.3 0.451863
885.3 0.378263
935.3 0.332365
985.3 0.262731
1035.3 0.20871
1085.3 0.168428
1135.3 0.131447
1185.3 0.0986872
1235.3 0.0703616
1285.3 0.0465586
1335.3 0.0274634
1385.3 0.0132108
1435.3 0.00413718
1485.3 0.000209698
1535.3 0.00118286
1585.3 0.00676289
1635.3 0.0168112
1685.3 0.0315519
1735.3 0.0515622
1785.3 0.0771986
1835.3 0.108831
1885.3 0.146555
1935.3 0.190779
1985.3 0.240753
2035.3 0.294696
2085.3 0.352054
2135.3 0.412976
2185.3 0.47564
2235.3 0.539897
2285.3 0.608478
2335.3 0.684464
2385.3 0.771914
2435.3 0.868392
2485.3 0.967748
2535.3 1.06988
2585.3 1.18909
2635.3 1.42402
2685.3 1.88878
2735.3 2.24746
2741 2.26436
2741 2.26436
2785.3 2.32575
2835.3 2.46793
2885.3 2.99234
2891 3.04704
