0 12
0 10.4914
1 10.4604
2 10.4276
3 10.3931
3 10.3931
4 10.357
5 10.3213
6 10.2861
7 10.2496
8 10.2117
9 10.173
10 10.1342
11 10.095
12 10.0559
13 10.0169
14 9.97818
15 9.93992
15 9.93992
16 9.90218
17 9.86542
18 9.82973
19 9.79502
20 9.76114
21 9.7287
22 9.6984
23 9.67
24.4 9.63285
24.4 9.63285
25 9.61746
26 9.59213
27 9.56727
28 9.54261
29 9.51798
30 9.49321
31 9.46806
32 9.47299
33 9.47579
34 9.47456
35 9.46893
40 9.31707
45 9.21285
50 9.07356
60 9.05874
70 9.13548
80 9.07943
80 9.07943
90 9.2075
100 9.51709
110 9.83853
120 9.70763
130 9.47151
140 9.21406
150 8.76156
160 7.66564
170 7.12997
180 7.06383
190 6.92721
200 6.73789
210 6.46197
220 6.21238
220 6.21238
230 6.01267
240 5.81041
250 5.54282
260 5.26165
270 4.98644
280 4.75491
290 4.57526
300 4.43497
310 4.32797
320 4.23842
330 4.12231
340 3.9918
350 3.86572
360 3.79901
370 3.77667
380 3.76109
390 3.74943
400 3.72623
400 3.72623
410 3.70895
420 3.69878
430 3.68984
440 3.70534
450 3.73534
460 3.7671
470 3.8028
480 3.85776
490 3.91109
500 3.96048
510 4.00816
520 4.05224
530 4.10199
540 4.15221
550 4.19801
560 4.23677
570 4.27254
580 4.29584
590 4.31995
600 4.3448
600 4.3448
610 4.37244
620 4.40984
630 4.46228
640 4.50911
650 4.51399
660 4.59389
670 4.67939
670 4.67939
685.3 2.73415
735.3 2.4697
771 2.36021
771 2.36021
785.3 2.33215
835.3 2.24546
885.3 2.05624
935.3 2.01649
985.3 1.77547
1035.3 1.59433
1085.3 1.46217
1135.3 1.30217
1185.3 1.14771
1235.3 1.01293
1285.3 0.884824
1335.3 0.755131
1385.3 0.644295
1435.3 0.566653
1485.3 0.519209
1535.3 0.498633
1585.3 0.497551
1635.3 0.51799
1685.3 0.551108
1735.3 0.604987
1785.3 0.694522
1835.3 0.807554
1885.3 0.925777
1935.3 1.04849
1985.3 1.17572
2035.3 1.31526
2085.3 1.41973
2135.3 1.50833
2185.3 1.58996
2235.3 1.66514
2285.3 1.74119
2335.3 1.83259
2385.3 1.95251
2435.3 2.10181
2485.3 2.24371
2535.3 2.40218
2585.3 2.59676
2635.3 3.07817
2685.3 4.05562
2735.3 4.75934
2741 4.78365
2741 4.78365
2785.3 4.86019
2835.3 5.23478
2885.3 6.34712
2891 6.44723
2900 12
