0 12
0 3.82454
1 3.8132
2 3.80821
3 3.81176
3 3.81176
4 3.82601
5 3.84691
6 3.87019
7 3.89551
8 3.9225
9 3.94961
10 3.95216
11 3.9549
12 3.95782
13 3.9609
14 3.96414
15 3.96752
15 3.96752
16 3.97105
17 3.9747
18 3.97848
19 3.98236
20 3.98635
21 3.99043
22 3.9946
23 3.99884
24.4 4.00507
24.4 4.00507
25 4.00802
26 4.01335
27 4.01916
28 4.02543
29 4.03213
30 4.03924
31 4.04673
32 4.05458
33 4.06277
34 4.07126
35 4.08005
40 4.12774
45 4.19612
50 4.2876
60 4.48595
70 4.44207
80 4.35995
80 4.35995
90 4.28127
100 4.19681
110 4.06222
120 3.94436
130 3.84224
140 3.56299
150 3.29445
160 3.07088
170 2.87009
180 2.68101
190 2.50975
200 2.28645
210 2.09433
220 1.93286
220 1.93286
230 1.77683
240 1.62666
250 1.49722
260 1.40322
270 1.33312
280 1.28129
290 1.24345
300 1.20986
310 1.17937
320 1.1499
330 1.01597
340 0.909957
350 0.835812
360 0.797115
370 0.786094
380 0.798916
390 0.818151
400 0.838839
400 0.838839
410 0.861197
420 0.888384
430 0.92228
440 0.926963
450 0.911824
460 0.885024
470 0.85362
480 0.816747
490 0.776085
500 0.735097
510 0.697092
520 0.665216
530 0.641756
540 0.624272
550 0.613906
560 0.610473
570 0.608429
580 0.606813
590 0.605043
600 0.602565
600 0.602565
610 0.598864
620 0.59391
630 0.55417
640 0.492515
650 0.462105
660 0.453073
670 0.443413
670 0.443413
685.3 0.427907
735.3 0.409056
771 0.340911
771 0.340911
785.3 0.319299
835.3 0.287283
885.3 0.272365
935.3 0.221901
985.3 0.174748
1035.3 0.140191
1085.3 0.11546
1135.3 0.0939142
1185.3 0.0731151
1235.3 0.0518838
1285.3 0.0329774
1335.3 0.0190245
1385.3 0.00951141
1435.3 0.00302892
1485.3 0.000153383
1535.3 0.000878341
1585.3 0.00512222
1635.3 0.0128426
1685.3 0.0238895
1735.3 0.038303
1785.3 0.0560129
1835.3 0.077193
1885.3 0.10255
1935.3 0.129183
1985.3 0.162078
2035.3 0.198358
2085.3 0.235531
2135.3 0.274975
2185.3 0.316823
2235.3 0.360702
2285.3 0.405841
2335.3 0.44765
2385.3 0.483325
2435.3 0.523365
2485.3 0.57853
2535.3 0.643984
2585.3 0.715773
2635.3 0.802116
2685.3 0.916681
2735.3 1.05889
2741 1.06576
2741 1.06576
2785.3 1.11542
2835.3 1.17908
2885.3 1.2654
2891 1.27627
2900 12
